protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,F_distribution,Pvalue,Result
sll0199,14962217.6809,1471596.37151,503973.769982,655396.97361,11074589.8158,657696.673045,8260613.28878,1557515.74219,732403.139037,600802.272807,817755.108318,643321.364846,582123.7095090001,1255054.1306399999,888895.192234,953614.698489,636320.1701979999,1275229.16571,1026341.7682,833854.358641,1.3257622950388561,0.30557237716090646,no
sll0202,97996.9983385,136624.677154,88378.1758181,119745.94866099999,152366.554677,507259.516662,122192.058824,320176.988921,251701.939809,380552.660318,280635.412672,387134.058006,256490.235904,448811.103983,393101.050823,338946.893075,417016.41692,340485.277544,537897.587051,368551.43193200004,5.293452565973769,0.007316738111064548,yes
sll0205,227670.58410100001,123268.300532,86178.3711643,226179.42411199998,132083.973516,215235.237141,73364.6062629,546723.839658,233223.75689000002,92245.27465510002,59559.7347936,85085.3363709,75175.3347364,62464.3119387,95949.838103,124184.805706,156747.427997,225467.417607,376201.280153,325550.169065,1.8321546078143107,0.17518636657214523,no
sll0207,359839.334715,466443.13423500006,374225.743219,404024.984438,373551.038017,354772.461932,357018.15511999995,420936.876254,744294.446457,780278.2112939999,555808.853561,717406.435534,599663.800509,671046.863354,601310.915376,682980.350802,496213.875896,426826.364695,609660.935087,555297.543831,19.07332276576174,9.523365058419581e-06,yes
sll0208,7008602.908410001,3681679.57741,2433046.7313599996,4492392.61813,7321403.4176199995,2472533.49035,4336473.98553,3285308.87488,8194818.534,6071252.38478,6892706.42424,6885056.353130001,9861612.700860001,10257706.824,8235516.756239999,10466952.97928,7817007.76462,4964419.4311,9368702.93636,5129114.69699,6.71263984038527,0.0026438716922014536,yes
sll0209,588345.769897,334981.72102199995,1103988.5473200001,162593.731034,566968.233447,154090.493085,530796.7473609999,1585864.6651700002,186205.463947,145654.85360499998,147198.13074300002,229175.77013299998,148774.185919,237834.531983,179856.462056,194683.900846,199730.477185,206098.12140899998,361852.79796500003,198789.087649,2.1004948031350663,0.13141221391331942,no
sll0216,1852988.31266895,2300952.12318745,1437740.07742113,1671193.17548936,1680486.08245963,1145078.67697655,1350959.42754567,735613.8083977379,1553208.86474096,2040174.97004779,1411543.62905258,2128643.09207145,1217082.40007132,1912494.21038092,1855318.83801096,1605550.23925081,2673204.78663855,2226897.45910169,3191323.81739781,2339167.74037162,7.12663280320517,0.0020110396951875864,yes
sll0220,2121174.819355,2488938.01335,1830004.3183610002,1954623.1374279999,1555329.977058,1552094.4249860002,1451017.5510530001,1054977.503396,2609270.466529,2669544.206859,2061936.990093,2619118.066172,1653521.5616040002,2297381.030045,2137934.12729,1902834.556741,1899913.20989,1357073.231045,2321992.086603,991620.03938,5.48807701288096,0.006312625635252882,yes
sll0221,1156751.32746,1344913.78388,1043582.8956,1272996.56234,814207.712144,391318.09807,123542.17728699998,1865944.2028599998,1981271.79136,1694207.72953,1389834.24755,1624653.3919,1683060.78364,1751712.03095,1690266.45965,1557941.30534,2147866.6145599997,2430003.76714,2058628.2857400002,2055565.93336,7.773018459147002,0.0013363039400211176,yes
sll0224,2634614.61140401,5155164.05489249,4703013.64352691,5289868.42090804,5926378.63249596,5538243.39468389,5107114.28234969,10028017.7107854,9406833.2935434,7608314.78234198,7545620.2606460005,7602122.23514472,13775427.498179002,9095215.02098282,10403493.230451599,10765612.2841546,13282168.3912399,20182833.8023972,9604144.58225005,12109262.7662159,8.45175119183816,0.0008894259393034547,yes
sll0226,1620381.28027,406136.196833,213646.619105,237373.15314299997,1861428.65328,99906.6424433,1451541.56864,448394.38341,191706.770166,152074.014584,243074.79763400002,349322.309146,220072.94945100002,554050.93557,446243.76863,552073.969746,182425.639903,451680.80615600006,620059.938255,173148.46566800002,1.3243500646067727,0.3060511907616551,no
sll0227,4135206.0847150004,4984515.563763,3673997.462454,4380413.876263,3085460.312769,3173296.588069,2700275.486912,4842889.222459,3555990.562047,2898965.051879,3062639.6031150003,2468330.1041099997,3364385.544697,3071762.018011,3293387.282816,2856114.060612,5860762.5839370005,4286582.912101001,4546795.579421,4292410.496932,5.70339851525024,0.005378331521290351,yes
sll0228,1946254.82795189,1848033.76059862,793440.345603764,1115362.11436471,2139292.9269703,826729.777219453,1530071.90019352,589107.43243729,1371170.35378129,1811816.42514909,1236697.07456956,1469112.77949368,500268.723233081,1526797.57060164,1434672.86878186,1497692.73136216,1211327.11170037,1513986.73591054,2108851.39505975,1244665.12143399,0.2385231248864969,0.9121525424076731,no
sll0236,1163662.4202100001,778286.8152899999,459981.82798400003,561508.041282,733011.660373,425959.278338,601628.018832,284852.896504,577657.7275319999,591152.886146,522309.359325,557061.1556739999,431701.326989,479236.294578,382246.917881,378089.401462,292874.13587399997,214511.273729,470306.329501,384548.582481,3.0795365571680855,0.04886057476538806,yes
sll0244,379538.73222199996,405026.162365,644490.4447560001,587849.278936,1251074.95428,460447.47296899994,1051972.93472,460979.84152799996,551513.979178,892580.631175,393452.128972,1030129.4226200001,486051.921862,1043297.6449600001,469491.58192799997,525728.968896,448892.204985,145178.243311,1213322.73711,183339.979664,0.6072763252731247,0.6635504453493103,no
sll0245,5885936.66366715,6764894.79578009,5166927.1252793,5993796.22016705,5885323.21576522,5499632.7749452,4829873.73765448,5103873.00216022,7838080.62695559,7220301.67130415,6560305.41880264,6689323.64870604,5666956.06075667,6296218.74312168,6418017.52855721,5867731.7633544,4909941.8349452,3862490.07349744,4924230.01374357,3700556.73109195,13.119775823469267,8.640014565015302e-05,yes
sll0254,710690.952514,1287236.763512,746426.289259,679211.1456609999,664055.3916,903065.566363,650036.740309,592157.499262,1230593.543222,900896.7478690001,2107797.389621,1118678.004148,1194359.6536,1466148.9177020001,1408878.787611,1344221.1673700002,1045666.34944,1945601.496914,1557104.152696,1974437.224239,5.053941476652093,0.008807947210373378,yes
sll0258,9228838.00811936,11688593.334233,12175009.8296256,12784855.364869198,13878454.1390714,12519921.6798731,16202630.562036801,20361519.726198103,12898382.2098821,6039521.36189051,11141542.9088835,4977442.05336166,13211607.6598901,4492588.63095578,6148352.03863854,6598664.17351469,1498703.20508396,3579394.94327188,3014506.0551273,2579296.07908259,10.459567228989233,0.0002986567451336715,yes
sll0260,43399.152033499995,128647.50796199999,75562.4785747,146236.41486,119480.643771,182054.421779,119106.82136900001,470576.436064,98724.47807669999,96887.04377660001,197314.3342,72828.7943492,63358.752174,82166.04365800001,78762.6740197,83157.8567138,93031.38611689999,113924.58552200001,291602.922724,207064.778746,1.7224466526145579,0.197374928992426,no
sll0263,111897.731424,212789.157144,617952.824109,488549.514956,99141.3600481,225980.453213,652958.232779,209762.237779,773456.446105,180932.90696300002,902827.678159,327146.50896300003,833554.934754,460363.69891499996,415403.704927,377812.505305,101013.244783,151639.145307,359905.94458400004,335510.221418,1.2627974410854115,0.32766876957901125,no
sll0271,4531072.80429,5352379.688,4417981.52339,4321725.082831,4209947.974675,4735912.53422,3181076.7936198,4976050.074440001,3380576.802054,3202372.786457,3044797.6828860003,2925642.132584,3112370.731175,2623063.2372029996,2648038.323157,2950443.970755,2642394.620825,1943882.966982,3726284.263511,2065729.7049029998,10.313472765845138,0.00032170868376421,yes
sll0272,16911557.7595,15605554.010289999,11425177.65164,11973248.15665,13729456.00604,10629135.07271,12057721.90682,9033096.823919,15056928.582370002,16159717.74481,13352025.077510001,16168282.24757,16069977.092929998,15880296.182,17442357.68127,17552652.82641,26103950.095510002,29726945.0312,31532180.8155,32012319.9723,49.585834486394525,1.79554248850187e-08,yes
sll0274,283273.972055,71615.5301911,168135.745822,122710.468837,159082.645939,85574.88514760001,206858.307393,83837.9203788,130678.34351600001,98891.8845236,115470.59203599999,60003.23578840001,121638.13685699999,120493.92117,98990.31434129999,103226.431262,138062.748968,83924.15992050001,169902.945318,190433.5535,0.8108595374815561,0.5374936349811192,no
sll0286,166804.359023,239464.236853,74632.5628965,64641.786386,88630.6163155,158142.056058,98132.6883223,98708.6421783,270831.386136,254255.727246,181210.27492999999,451191.256276,145096.331753,214834.043219,158195.926125,58962.010063400005,64559.6910964,76479.8121163,104274.253333,125695.86605999999,4.695674565854844,0.011720833343747126,yes
sll0288,226651.88904,289949.399867,204351.549855,198031.725751,203101.88750399998,173286.128589,160339.733037,206526.388553,309392.782207,316905.23134299996,270676.69615100004,332431.70577199996,235680.56715900003,352793.247462,305915.502407,244659.230821,515910.62367700005,325106.147191,490574.758438,407509.285429,13.262273114446616,8.128368739437604e-05,yes
sll0289,3150920.86535524,3937618.93701874,3194023.04211365,3910590.10149945,2730410.88040099,3890790.76625513,2617958.40129177,4627103.24146548,5762727.03005083,13245333.6856819,9435267.91633249,12459170.2215509,9738092.21055813,12563602.6743358,11236290.6333807,11600448.4371813,14321146.0121284,6104793.01530061,12588367.693121301,12686448.363111999,12.445078414485351,0.00011615132868556936,yes
sll0293,35696.3327203,675089.736191,561265.1885630001,1126189.96215,136726.79112,1068008.91091,131604.810711,3234763.33316,3992136.1236400004,2171997.92686,2552069.00163,2325827.82557,3310983.91097,3321836.05005,4109009.5518300002,3137660.6984,3670657.8436199995,4745364.60966,570142.225355,1777672.82199,4.32645454968277,0.01590668447249849,yes
sll0300,152232.947098,99798.31584730001,78524.75064389998,102079.975689,87382.31452989999,85526.8571767,79264.29487510001,210740.081542,221302.649796,143277.084858,102171.39774,155672.250732,76998.642036,152418.75316700002,82696.9187787,138106.76328299998,241039.50894699997,147960.53493199998,314254.988376,171097.992431,3.009979360899647,0.05224952641654037,no
sll0301,1272772.6032,315827.919192,927034.714492,743566.908329,349026.744732,230833.540981,391661.999518,550648.113254,1047576.9055700001,961251.703791,604594.4976529999,1133903.97219,546256.427445,884563.7701399999,820413.95685,909346.510566,831380.128902,1008691.69295,508069.64056599996,207221.333257,2.376123538660774,0.09849351829909482,no
sll0314,826789.648220487,1895261.31331792,1525515.21664517,1774873.74264946,1357731.60383062,1730273.04183107,1454530.02641782,2153953.72712595,3646128.55249047,2451783.42249348,2733202.30318645,2947573.94820482,2760335.9809886003,2300883.0057685003,2358252.46870856,2210265.93103508,2070435.38554432,2664382.0680502,1477203.23816945,1801945.0530546003,7.285623531396756,0.001815012641093292,yes
sll0319,4274710.143947,5235106.25211,6785721.18779,6191591.85504,8464319.71434,9223844.45135,9308212.91209,19096696.64706,2533000.127822,1200820.6413389998,3383435.32508,1000075.9890889999,4724448.27681,907402.6150809999,1025660.9921489999,1284581.013933,368036.654002,1156541.2429459998,1270104.4121879998,710431.963356,12.01821348988789,0.00014092856706817984,yes
sll0320,1014099.80915,2430111.6545849997,12948620.919567998,13343999.706992999,2055928.4809696,10185647.8996506,1969226.0710945,8779315.578078,3651170.08281,3164011.462782,11905813.343755001,9528468.842122,8705001.660949001,2305899.0064896,12652601.984786099,10800284.130602,3050651.945796,746009.5959635,1201380.603904,278908.1958416,1.547812451316787,0.23903685732589516,no
sll0322,211526.303636,87414.4929472,48062.218331699994,163549.345724,164966.29735799998,51320.262608,172959.13078399998,292674.783282,447305.627934,154327.104938,34412.973938999996,207326.38401500002,54840.7597113,103886.77063099999,124735.223219,74744.7080173,111525.382517,262880.28414,453651.791763,295274.975345,1.673383534657057,0.2082455559436076,no
sll0325,236969.87753499998,206252.455662,134944.15113699998,174170.785856,165398.310386,147115.617092,135209.72396,233833.766313,147923.049651,185798.885044,151825.444728,317111.540241,98542.144835,278183.465203,216721.909832,171719.24620599998,302623.150534,259755.36689299997,409224.901068,282345.753465,3.244045318920419,0.04177585109944719,yes
sll0329,2679103.59759001,4017230.74389502,4146268.15821913,3121067.88330271,2275979.68778638,3261596.31794667,2745386.5284407996,3751191.30937619,1269755.16516625,565360.652583853,2385902.00309679,359957.903671729,1651383.08740457,273790.38202381803,489977.53359234397,571109.368151845,336430.986451344,521516.270469781,440113.47686668206,833442.823164745,17.20044792061956,1.7825792533990623e-05,yes
sll0335,2034403.00852035,2145670.49599551,1377042.06103323,1514679.51203855,1514027.33595244,1051049.67351411,1244407.91374687,209233.483240799,1948120.98941988,1945058.75697139,1074245.73376629,2653333.54400553,1291825.15668268,2004256.25864158,1613258.05612249,1511433.20889108,976419.7736266209,1131903.74016685,2411279.46989686,1486415.36998667,1.7242726798606562,0.1969821166972483,no
sll0336,549557.379386,1166488.115926,522217.4879484,943965.5497219999,865766.792439,431874.2738620999,664730.5101600001,570515.0299020001,2632358.5063400003,2747902.3390099998,2153774.617538,2678530.82761,2015365.0277560002,2825699.97316,2508583.33765,2258623.142957,2797418.9811,2092195.4690130001,3394723.937936,1869369.8034279998,23.808902536541854,2.3830891034660236e-06,yes
sll0359,7627502.73297384,2414465.30292864,1999849.33309727,1164017.91516835,2481064.14827129,1130032.20511828,3336305.06912845,7498757.3038985,902314.500205643,713050.048420093,1036472.25158927,916027.22692368,1891958.97072569,1179781.31130206,1082411.4256293,1565429.6974424,1460609.16077237,1670501.94447293,1228519.63693904,950427.5916357209,1.902408359523754,0.16238619541513177,no
sll0362,1373747.41334877,1870181.48286736,1832783.32616011,1630983.66003714,2031196.44031818,1412910.68452007,1857448.06025842,1690991.87398485,3750652.96019348,3800608.83653671,2764455.94804989,4328409.89185894,2511431.18006459,4016152.72985276,3394545.22372703,3313184.4790441003,5031175.18064861,3484605.93673802,5554260.89743925,4448166.66771811,18.97030342293925,9.844462319033572e-06,yes
sll0370,7577558.423995099,6357941.47473644,5036650.53690364,5302006.97068431,5436602.29957426,3914437.12542964,4079232.19791622,3222659.23980188,3567686.70896646,2204599.73260396,4261619.25589347,1866635.99686335,4046519.05812986,1863118.11364802,1612556.79754492,2280437.84157508,863876.3576554891,558922.764322969,802954.834525109,771789.469736985,16.753688043572847,2.0867975316483512e-05,yes
sll0373,239732.55051939999,902797.4751540001,909219.725178,1012661.9679,486999.0017013,804056.59921,410937.986278,404236.03570300003,1049593.639548,918825.6428465999,834042.9002736999,1061949.4841865,825992.0973423,888400.4774908001,697109.9363896999,674591.4160626,438224.42252849997,481899.19842090004,586523.6460399999,820865.83682,2.8591124200427602,0.06053251353332581,no
sll0374,1723062.063818,1247182.843722,930532.267732,1429588.170608,193427.19961070002,1139671.628394,1061115.3356360001,834735.222358,2172509.518848,2446068.12426,1421253.914522,2385560.96438,1005019.426655,2188246.5436,1262504.000408,1870217.4829529999,1808395.692603,1640674.225939,2335990.90443,1621925.382188,5.413146723558191,0.006679603478235114,yes
sll0377,378094.02362554,592029.716175349,360342.002418056,539941.118068373,357643.414347275,374876.651152822,345789.273536334,737305.453254212,652989.169311798,704108.444443817,462878.510044292,465071.330990271,709945.65514185,510768.19454219297,384677.88478545204,413507.44429076795,884703.81896544,462444.078949383,539581.935283245,640790.921593984,0.9268867206967655,0.47437998677743287,no
sll0378,183644.49956199998,137826.47594,119071.91728699999,153794.638485,94059.59149169999,97930.63484869999,167482.201149,114748.835131,126458.410118,238307.26518299998,197013.417651,529368.473839,209083.301836,705620.097024,412323.845139,442475.163342,78939.7685513,262598.92553,192448.846067,236170.97381999998,4.131656792802149,0.018775429632637664,yes
sll0379,1122276.5008,1397911.88155,956406.2975,1269216.84215,1187053.1112,931091.7521469999,1042954.28389,589815.761172,1755919.08135,1554721.36099,1503163.8566,1550509.4861299999,1197387.4180100001,1549045.12391,1357623.41703,1450491.22546,1025785.2317299999,560576.164388,1054940.58603,553679.6084609999,9.73595229187526,0.0004347954009453127,yes
sll0381,2274380.828834,2247366.9305060003,1889168.21667,2353653.87866,2114161.81569,2274434.30667,1736967.0599669998,2291409.155494,2812598.32994,3117957.2535200003,3202779.35955,2596773.02745,2104065.0149669996,2240836.43759,2192878.808785,1788479.828339,2942922.09524,1928238.990036,2484592.22042,2451921.710755,6.33304637116944,0.003427543020300518,yes
sll0382,4982221.46624,3061821.2401400004,1139864.31265,941873.810297,7233112.0376699995,895799.976016,353241.646264,468401.852745,360084.511349,823693.861596,607501.473029,1093571.66895,305798.220855,1583673.1219,263768.733261,296103.699808,413517.546139,1136440.90057,390029.524738,410807.156298,1.2040258674061484,0.34972562691358444,no
sll0395,3539561.720362,4306539.203267,3470591.954644,3688136.9925220003,4077002.619161,2922927.138528,3231039.589912,2507023.6352049997,2804295.110285,2108818.237218,2541949.1914790003,2064869.196761,2595324.561563,2099705.779794,1811343.9236240003,2479613.7499349997,1737973.489225,1455418.376564,2075736.1396,683009.3678033001,12.871151479241298,9.622502391314538e-05,yes
sll0398,153607.980921,115116.114369,87168.9199714,96094.6058119,80333.73189160001,74946.0932504,79206.8727363,319210.11532399995,62746.974628100004,143897.603771,86642.60192789999,91118.9475046,159831.67018,77644.414473,84772.0414233,88282.7921238,73459.3776531,58009.0993936,99001.94697460001,67335.4090639,0.5991243034217207,0.6689549640909085,no
sll0400,330356.112648,195236.217961,185167.536309,197078.853045,285239.523338,166597.974399,220785.05249,293207.640652,152172.168291,174486.32244400002,195702.172861,141278.299631,172340.185221,132818.96330899998,192818.754803,140464.648331,59272.50966,99185.59212100001,134628.454551,212804.203982,3.361520254374109,0.037416597173037705,yes
sll0401,1992374.37455,3960637.47266,3331512.85133,4053925.453,2593667.12435,3393481.0353,2473590.0813599997,3888275.19504,3637756.2063599997,3420522.4047,3431144.88556,2897005.48945,2692954.68301,3024176.20013,2745684.93136,2607968.21587,1639804.87477,1154125.5269799998,1876734.45266,854459.833916,7.873480194942998,0.0012564355753599639,yes
sll0402,1238878.26952,1278134.40935,1226796.92466,1168848.7584,1047704.98625,1008827.8473200001,856982.200687,508048.049991,1230050.14807,720981.28139,961930.5394110001,843779.53472,1187063.0837299998,1029013.5374200001,1085448.55926,1053207.54285,946646.521399,1028710.75561,586917.5944810001,605028.51914,3.7752949229637607,0.025653854635330726,yes
sll0408,26942368.6290128,28827944.4109908,25878070.152564898,29229210.345225703,22451008.6413505,27672995.975700103,22963816.9509647,35344090.846685,17836178.147805803,10812704.957317801,24119175.3397278,8960591.4444412,32236955.4237443,7870651.905692,11084719.305403098,12492465.5269668,5675615.78971916,6756316.58485706,5356165.78370943,3825160.34857612,8.256289670773024,0.0009978637230587083,yes
sll0410,128744.858793,198915.69264300002,258150.819117,205130.218891,162482.739127,193533.894244,181258.613925,246490.81882199997,252071.870585,238781.02185999998,251380.688884,275688.38820700004,178971.022067,257900.52344699999,185605.214472,205058.16644,169127.064191,188257.255451,359595.892423,236557.72805900002,1.0656731698863493,0.4075105098222118,no
sll0412,393815.619669,314631.2173695,189588.27346670002,473111.478304,163882.8286399,528866.0494973,116740.36104130001,204258.0326975,765673.991974,173449.61544589998,246734.26284,171035.3270099,716842.726148,146875.0901085,190264.4552774,408690.6074348,144152.52511360002,254513.455004,451404.177846,306593.40974770003,0.1930766711278638,0.9382459006437176,no
sll0413,100945.622439,182297.767533,180190.63235899998,174111.41102200001,90475.58053260001,120949.84770299999,193951.433755,155423.998728,1373442.6599299998,465139.319315,401854.36782600003,773953.2091600001,225656.01211100002,641754.747984,406933.04452199995,429037.980314,267445.215475,584273.025884,605940.224945,580479.023037,5.140006389868665,0.008235918947894607,yes
sll0414,6377299.345,4146681.966622,3632332.2345300005,3323523.28685,3119799.461682,3024192.034875,3188220.992489,2765590.042224,2734532.991034,2363884.212242,2245360.638275,2341036.631267,1855667.7909290001,2447485.559444,2378586.0151150003,2158629.185975,2151869.1313529997,1740244.851721,1795202.655844,2042623.1637209998,8.96504910099104,0.0006627740096123515,yes
sll0415,1138059.196226,1363142.692698,1225763.370707,907379.6373360001,657990.280355,1144158.293854,639832.6259524999,549334.6963470001,1635314.027171,462564.34055100003,465186.85243900004,292929.374271,979248.933931,678968.930004,413727.12383,830381.572645,2115739.907025,794831.800003,367157.797675,660721.416471,0.6795358398495179,0.6167408379164635,no
sll0416,48555103.2271476,63663618.0659329,47581293.0050631,69012999.67269239,62217715.048606604,75382993.1721785,55563931.85516851,41733724.8454318,131706076.439154,135524499.09681,110920616.78458,135333166.981427,62669360.8267476,144405355.705342,150898526.66401398,152627712.25501,134859803.671909,137559404.56669,149060408.456362,108637656.973473,11.701854461590056,0.0001631718956342004,yes
sll0420,144918.404626,115423.98013499999,87862.74075299999,208222.603395,80612.0824036,192740.389348,196037.914204,205454.640629,1333912.00364,1731873.11891,1245807.8315,1309072.48355,746044.969782,1161747.83493,1362267.13933,1363264.28025,942165.378392,2213323.20192,1143223.57207,1393580.2081,18.850395661309296,1.0233747444872775e-05,yes
sll0421,6562008.55605463,5667365.78966103,5505741.80228075,5489401.58005812,4598105.57201456,5160151.981437099,6148674.694165099,3275792.01004712,4803818.88700896,3285375.24215303,4498336.03943485,2595213.29154337,4273534.41269888,2455856.1773996004,2493985.48108747,2610198.72852316,1374384.63405057,1214006.89569763,1910261.57369667,924264.8624596009,15.73211120793987,3.0307184421132e-05,yes
