"","protein","X60_1","X60_2","X60_3","X60_4","X100_1","X100_2","X100_3","X100_4","X200_1","X200_2","X200_3","X200_4","X300_1","X300_2","X300_3","X300_4","X1000_1","X1000_2","X1000_3","X1000_4"
"396","sll1393",284425.4485697,2073820.760175,1737799.668445,3251554.278126,1125849.710198,3247567.754018,368084.0191947,2947458.789785,4399009.52032,2626423.907844,3041895.15863,3766704.78442,3549855.41238,3858348.69071,3905370.7322,4305238.95237,5282530.88156,3967756.422353,4994421.342797,4148714.264828
"397","sll1394",3874721.030218,3801144.469457,3452592.570828,4456235.087523,4888708.852863,4613336.808627,3575424.863163,9635988.241003,6983795.89849,7122608.08282,6359169.03159,6275637.55247,6832611.34644,6485538.58066,6871789.87801,6364463.47102,7744712.36542,6696959.68334,9258972.192987,4241915.79123
"398","sll1395",83506.9831623,426504.242294,304437.962613,377318.091296,108196.937472,321032.885809,167938.95161,204218.242747,400944.70266,478882.627835,357947.73015,512973.972447,315680.092097,517492.830034,495977.573891,412220.944421,823894.048729,517602.166557,89183.7073885,714078.551705
"399","sll1396",258578.824434,241331.717692,235115.962397,202295.783211,400065.441711,95114.0306085,231938.590977,200907.674657,160103.411758,162055.836719,149382.96299,126221.405082,208859.188365,128138.882234,288191.571644,193159.582902,68801.1522409,132042.328162,293638.154142,93326.4718421
"400","sll1398",21302647.82559,56440802.6535,59892568.3043,71462806.6663,53129636.7044,79142408.6193,38588500.5812,92824242.4591,80537535.2176,64216702.9317,95597036.2833,54387403.3236,100480665.3526,58031684.6677,73288801.7937,70835928.111,58198303.0938,77737547.5273,29114282.2741,46869805.0479
"401","sll1400",226266.79922,121456.512786,74307.3802141,281584.825656,298617.220647,184369.628567,38791.9672053,394108.652779,157726.752924,79922.9215966,200954.884327,151425.160976,73153.6657369,65175.6704731,86865.6824487,284159.939948,429804.774918,49385.5053412,286216.388699,204553.586336
"402","sll1418",4029407.37657,5738034.53031,4705541.95777,5530871.54506,4899436.25701,4783180.6774,4598117.36906,3512892.16711,5681519.16958,4875314.2433,4050254.45289,5283088.87654,4164317.24952,4557429.22688,4184013.2492,3794878.39047,5378908.81323,4585485.67224,5399855.09668,5013092.69063
"403","sll1423",702228.44749,720102.642116,529239.381754,503888.782284,208015.60285,878092.318604,912853.746778,401673.680653,894554.038695,99569.1139637,464132.672797,220985.030871,437929.836917,1208900.32364,561725.262324,526419.177947,256884.805828,216630.808348,162680.53601,179195.143266
"404","sll1424",1151556.97052,217509.306042,60124.9785459,2412293.15587,51435.2206384,4693374.06017,105735.824448,6126956.46896,2399953.0104,5084752.70682,2310612.81462,246012.43861,3122270.38576,8849294.49038,2459355.30628,9237590.07923,5611409.68369,101689.860458,60118.617764,4282709.64986
"405","sll1425",370940.425863799,2815893.09226434,2921177.66506989,3039935.42953551,392443.854448289,2401375.79067959,1184351.19915696,2042392.86037472,2211843.40908952,1688732.65008273,2066926.97395139,1917393.66288817,1922214.43779055,3174982.01702633,2127217.50811768,1680436.62844765,1834388.70143829,1188552.60549313,472043.142896908,1191639.36799922
"406","sll1427",489547.690866,689107.290633,598017.273923,826217.09934,1198035.669391,859616.982364,861753.590316,1205012.475904,1204323.664015,1052461.984724,1329026.257771,1023335.43624,1270345.217183,1113255.076716,1118958.234798,1143033.237676,932179.436703,919144.798004,863935.350083,791509.132664
"407","sll1430",3361871.14653,4645800.65394,4209310.55127,4226202.47823,2763809.952172,3612609.0614,2653879.094161,2806783.499898,3888046.399379,4668287.263701,3405500.921446,4389929.289557,2870462.770553,3847278.127927,3513293.4646083,3185739.013117,4666708.2718025,3913057.955959,5143965.140517,4678534.700354
"408","sll1432",53697.0352864,180382.679043,119973.132518,137594.384557,125429.878887,91125.3962519,51188.5945363,77994.3431056,138793.73825,511047.617502,51620.5578309,366393.67402,140121.400947,192920.719924,102064.019641,94937.2134847,116301.176895,127279.772604,150309.816134,69699.5349503
"409","sll1433",248475.500356,273443.679936,159862.876706,211724.407918,148136.400104,153326.339088,98760.9488401,169060.721448,152545.416403,157738.738063,120604.478761,112359.758496,125637.847842,150105.644563,159567.695286,124017.06829,108880.197758,42167.3779556,124742.095833,484281.168755
"410","sll1434",704585.402498,1205501.448677,751264.241368,911903.2016,668095.829567,1325354.305883,716786.36629,1862146.752809,2111376.098976,1339862.276854,2266288.115831,1492173.75367,2890074.059207,756917.34892,1546897.33891,2705513.427677,2890048.284956,2508666.649654,1929699.361516,2722350.489525
"411","sll1435",7550598.84927259,6635968.90186765,5267212.18472287,6016732.0390897,6500363.48673908,4990761.14087688,5161493.0350586,4033759.28275413,5993930.56684816,7124721.16076185,5217096.76047615,7534827.64335084,4303117.08905033,6952837.16908028,6525944.08414554,5620419.15936745,8919317.87759096,7432161.53661801,10586093.5708243,11196320.4834258
"412","sll1440",194306.498434,733295.558048,615247.94442,232192.900336,197307.155939,407347.872822,332945.24518,297020.637089,220285.836423,321947.470683,348690.600213,442706.499254,249211.11038,368972.800553,124903.088434,124722.768779,513737.90491,434702.038211,252309.966273,244365.706886
"413","sll1443",414462.376799651,3023082.37640953,2781941.272891,2614714.88823257,1243824.27140409,2407944.04429056,1679215.08546427,2010133.07123548,3605488.01372578,3698367.23575961,2964303.89536634,4127379.81620915,2355523.65902292,3291749.00200029,3158661.17433094,2686675.25993823,2980042.89689021,2374875.3776823,3313333.78033501,3029713.9098036
"414","sll1444",2380552.30399,2568978.54451,1945991.6244,1967643.67675,2319988.42931,1749741.99648,2025633.39487,1696963.70295,815724.443301,683627.861577,1269435.25569,127416.063674,1727105.51824,239945.752811,443466.889133,953217.925076,199809.362956,468324.832997,619121.732095,187651.528655
"415","sll1450",540805.172817,659836.338903,468204.690495,442072.909583,489916.780523,387344.918968,600200.926332,745425.369852,2523362.162126,770299.553362,586761.694489,614131.757953,493766.962666,815512.447461,438317.501604,524234.131237,1261437.521671,950254.10156,1677361.084428,1223762.974662
"416","sll1452",3727603.4568024,3614821.89934234,3020510.56380242,4187417.36889483,4856586.94185762,3796145.03704739,4471641.87790875,3157204.48801333,10982594.5518494,11468294.07833,9145752.30302887,13470885.9944981,7638907.81326832,13076581.6942335,11915168.2866918,12088573.9545148,20864059.5635875,15724559.5237867,24256502.8373887,19749125.1556576
"417","sll1453",3390438.08555,2844910.606408,1965821.736485,2943909.451879,4371751.215946,2276572.384577,3352303.729558,2315819.371767,1745150.29654,2126686.140735,4782585.10393,1607829.846374,8692238.99222,8912780.55484,7367900.24345,7151894.41217,17116494.32769,8230302.28089,12192033.79774,10022476.6682
"418","sll1454",491655.346884,356398.9790061,300685.201175,269442.966172,438394.948313,429859.7647039,215879.1490571,518918.261578,545258.059669,291786.9727681,600053.570828,684649.501645,426835.060069,541423.2072,155908.451562,506963.387159,727329.674481,384674.6990616,928051.717421,801316.233019
"419","sll1455",1455030.79787,1109524.17421,859804.597461,1070441.11886,2164003.31669,1206027.92465,958370.459456,207116.248119,1958060.81987,2033354.70907,1052737.09466,2064806.47851,1408548.10208,1878110.50995,1750321.16231,1665178.64581,2231747.56096,2498993.84119,2397665.54591,2151940.50281
"420","sll1456",3291857.85891428,4964883.42000664,3821308.24114194,4236923.12694062,4016879.15684405,3245521.12142739,4193399.05284091,3723794.51401813,4786422.95832544,5383063.49910402,4013688.54699406,5857940.27054071,3788072.24574246,5620315.54661612,4284610.81297415,4275514.10601428,6392680.88695505,4654373.14837459,6276715.98324846,6109585.67009528
"421","sll1463",9121992.14330349,10319146.2250211,7888367.65883642,8655436.93719763,7081020.59719262,7632237.16829431,6832411.6204935,5578037.70955051,4315122.17231957,4660330.84668109,5020069.34898202,5977821.22864771,4893295.28779996,5663221.48380994,3535674.26480924,3959793.91539628,3638148.53739846,1229243.59163768,6185052.34944183,2935522.57198954
"422","sll1470",1022053.387986,1255397.336649,1168655.444304,1093484.655546,1206771.481017,1037400.122976,875971.857268,693029.94538,994222.21475,1162918.641187,1050513.780347,1127742.912845,837516.826228,938074.789779,972105.758944,944198.558895,854386.397337,716066.970575,1504507.477155,704117.717689
"423","sll1471",56357619.800465,32991649.7511517,32442120.5140473,37433729.4388764,22604020.9713962,26244339.563242,38532893.452816,22448438.0527571,15406288.0115575,40931050.8851076,26459802.2768446,43578903.3445752,19563497.9743979,35369206.2771341,33989700.3589887,26928639.2732796,10258686.1900246,5710717.66156507,12768099.2577935,7744475.0745922
"424","sll1479",3026075.68617,3985926.685,4149741.84086,3885797.79238,3575078.49639,3035007.68958,3131441.99128,3961798.561112,2414268.773741,3077741.80042,2964280.48127,2841705.862355,2105604.324997,2226585.361688,2578694.09708,2161637.45069,1897028.071949,2092137.189922,2739254.65705,1749275.822505
"425","sll1481",543012.112592,232779.851672,115535.884807,130433.031333,223381.942746,124183.904294,155313.730413,126746.032511,258325.5505,291505.078463,200532.7012,299531.901619,198218.148757,397838.921655,267244.261664,281086.444847,670336.825677,366003.913042,759396.508767,478165.944775
"426","sll1483",1367659.20122,357891.850102,627233.093725,479909.414829,1767992.85989,462878.374706,1727188.67018,1436666.23852,514369.399099,353399.360584,547955.910359,279991.745041,839390.652198,398313.269148,507719.630172,711323.173284,694810.170751,1411620.99222,691886.416156,876215.079137
"427","sll1484",311517.829451,1054106.708656,635558.070461,905838.224129,695106.816921,471965.938703,506392.5247634,686743.354656,580192.402237,935846.935751,700151.367416,974358.588378,479986.788273,967430.523675,651101.556547,605387.658464,953002.701461,796799.309715,1226791.111572,659171.641858
"428","sll1491",2075503.661013,2444745.11099,2188873.29491,2351614.1889,2189757.074886,1875146.534405,2219050.0789,4848609.66372,1529621.741603,1359657.359594,2458583.84812,1943621.930563,3866142.80975,2115581.221361,1855265.272607,2043259.147808,1626082.557775,2202814.115132,881427.707271,1425524.723608
"429","sll1498",1787833.84089,2952758.96532,1943134.0443,2302389.61477,4082616.21032,1489895.68497,1777288.29967,1336329.76336,2024340.12264,2072244.25384,1869418.60214,2510775.33478,1845576.068,2904406.42616,2024517.23745,2347237.99064,3462123.95198,2362400.43927,3753797.99025,3223013.46963
"430","sll1499",2761598.42748202,4620102.18183262,3316579.84171935,3713567.81169523,2949272.98916261,3044311.33174642,3274559.99002014,2200007.19172308,4975483.95258125,5027811.67698972,4080151.17790585,5619338.99986365,3700710.15804596,5934101.6247575,4788144.18522024,4721244.41978354,7738264.99650178,4459007.44172167,8032104.87545276,5473389.98659601
"431","sll1501",89126.6328881,129491.157944,92064.5379682,123026.774084,73188.4311918,83671.2095381,96793.9192182,219139.877949,168753.973554,228369.877072,209191.326973,114786.760537,156548.687451,128560.351589,56861.6421813,177442.937806,55536.8930715,311547.433532,272847.07066,97813.9972314
"432","sll1502",8900392.76169046,11814427.5148281,8896515.83222227,9753183.13679416,4300383.0149973,7291035.31216786,8252809.15748118,3932987.27979686,7843518.59973016,8004702.3598042,7694015.71696132,7071754.42357139,5937389.07227399,6797544.65256071,6790333.59789204,6466786.74347434,5400540.48987712,4491303.35235154,6664626.87269997,4693912.78612964
"433","sll1507",134882.7439559,349624.870359,254030.9251038,391796.300781,221600.675946,181318.7643714,452322.6031348,475082.717694,510913.020324,246143.6249133,479174.608,271397.5551419,1204318.013577,314173.509066,306505.6749476,409017.42202,747669.257662,1241631.843003,352721.851352,831261.997954
"434","sll1508",1606267.60412,2185551.130688,1551649.34711,1850818.737023,1399504.234222,1471990.766248,1255252.553454,1248017.864794,1670275.328013,1711404.406713,1562451.070365,1618082.819713,1056896.14637,1611317.731909,1577928.934173,1351067.219317,1814944.202534,1160949.159578,1847815.428069,1057577.826266
"435","sll1514",494535.2255233,512815.93807,425385.313409,629364.851998,547858.084825,2012180.182131,1332182.561627,4455275.535842,1990029.533678,1231723.998417,1698677.95523,833449.82886,332631.253279,336684.012659,272112.183169,363290.770605,888838.010563,960829.842567,755441.022089,1022854.473217
"436","sll1521",1468437.59531085,786919.091968358,597730.880830567,725389.812837929,1072061.56455044,420110.971791029,1023514.49094932,447346.886129536,507105.079486218,605713.625099511,586271.456010373,566071.625900895,390171.355310176,547693.870393506,465833.353958221,496288.40672111,285520.61332057,550545.715821102,769680.193296049,362247.589872985
"437","sll1524",12974206.4847,3771603.70933,2529228.93807,3511263.60228,5217225.53205,1984660.92025,2184249.69631,591061.450304,3094727.23611,2639258.38981,2471271.46356,3006686.0885,2602049.18584,2927965.95877,2842283.6488,2800808.6259,721825.724056,518052.892461,1639024.45781,212539.9831
"438","sll1525",32346594.3842326,44637841.7838764,43217562.1194399,42864129.152016,34144745.2043038,40851822.7627168,39610683.1390498,29610095.0985939,21370024.4109638,15025564.6270436,28622323.6950285,13613580.1680609,28252794.5975173,12371768.2822437,13133169.4657331,13916589.7414739,8621282.30446294,7430307.74273889,8472123.11125345,6294185.46326183
"439","sll1526",10139180.8195589,12777455.851954,10225353.5736853,11360244.1755604,11002873.735907,8547710.12112846,10500223.1178378,7204755.9313395,8268689.96260369,7726263.40944642,7891479.66591166,8143241.98698991,7947321.07999859,6823490.51027207,6553247.47648135,7081042.48383626,3848405.63259682,3300636.29212076,5234214.5271145,2747438.0488003
"440","sll1527",570937.396744,223931.2568982,184488.3550536,314024.794507,395435.127737,401210.66488,382845.385544,356286.7027079,825395.125465,703322.1296,239563.8577196,375703.928944,218003.0240875,460585.948976,450323.6590195,445617.905575,661903.3744947,321705.114008,731543.7229627,256921.7481252
"441","sll1528",8630913.42671996,8233404.46915159,5923864.24214701,6073833.27355753,9528986.18345307,6144825.79913614,7394671.81524513,6587145.33101703,11163398.9174009,10651746.0183345,8146936.55006992,10577517.7076676,9349527.77562968,11220482.9656828,11214016.5405957,10720358.5094389,12244236.4781135,12677918.1855184,15516839.3711704,12859591.0684819
"442","sll1530",2890734.39443375,2634357.07186162,1114951.87496889,2404742.68814302,478485.305719968,1703303.08971742,2038262.39995606,1131658.77353782,3904338.42330026,4385097.58651,2395347.11745236,4189169.65793462,2285515.31977585,4375114.37126665,4289202.51106584,3915788.39463833,4608920.28997124,3969393.7745365,6132508.00733509,4457906.07034435
"443","sll1532",497350.552377,1000100.844958,551425.673617,569072.997301,370867.323932,361707.840284,379518.223754,797381.395528,1190967.974012,1036558.19559,566270.9766163,877712.467441,791569.808612,356796.5894578,820522.704343,765513.323464,392659.317571,1200577.145129,499757.8291477,1120977.184861
"444","sll1533",1232433.38977,1106125.95359,943172.167079,940634.940499,442646.02665,586193.679894,444071.964372,125780.39976,1423175.16607,1568118.8932,1267357.93829,1739899.60597,1058893.08455,1573089.40725,1354539.05647,738836.187356,706870.794992,1003389.6959,1118228.62995,730369.950716
"445","sll1536",6912002.97404966,7535490.5654251,6545839.57353559,6175199.31681651,4238296.14461585,4625340.67459972,5112209.04454617,2748078.14628829,3203756.96872582,1983637.22196407,4584164.46809358,1568661.66687513,4323826.77613911,1153550.49888577,1118458.71397916,1267442.00085392,794130.08285419,642816.764937134,1036669.58610285,1100653.2897211
"446","sll1537",3202484.88558,3429938.093195,2549338.413796,3052377.444274,2098384.092389,2391501.881947,2983431.35803,3204781.976844,3082678.915905,3023755.60747,1899814.141271,2122975.567239,1788882.793504,2146432.834692,3265707.208044,3278646.062718,1888580.119821,5185197.44512,3028509.70114,4709034.805359
"447","sll1538",298194.720999,635151.725569,584265.481004,645827.885316,438824.410451,388723.145051,57422.6753721,483039.174098,467189.955598,624964.983661,798184.299474,795771.138127,53197.90354,605944.57793,565855.764246,533584.514137,657851.06191,482752.902381,703652.415008,618603.419294
"448","sll1542",1069037.3359233,1249232.8052406,945668.204867,1050902.74444,937613.4232236,853870.468873,733408.5757305,643138.644627,1091358.529503,1184331.7748415,767197.4476615,1227005.0391567,702017.212058,1245253.2245363,921040.3715308,319168.8793472,1375387.842845,736449.0630769,1143356.5955669,1082852.447571
"449","sll1545",3879540.779788,4624339.56269,3676556.31155,4206317.06377,3823538.87167,3615996.171534,3015300.677405,2962284.497668,5188576.68718,5873685.93459,4204295.770718,6184658.67301,3477779.110342,5229865.32211,5156486.28974,4340781.676118,5046225.268065,4899471.787101,6229095.06462,4913434.81271
"450","sll1546",153504.998226,691318.509554,505356.486225,544349.600988,476599.866194,661693.059987,527415.767846,61103.9031855,522593.937709,671631.502057,575092.504924,760205.365916,415406.806192,633360.024574,657725.08759,602721.525833,619680.180393,588957.58506,725064.701538,612939.937261
"451","sll1553",6332018.74431183,7668990.32876514,5632586.39817815,6801700.07523948,5886546.94024125,5339265.37304009,4695829.78226503,4774120.90973243,10786352.2563453,11104358.3300566,8383907.02116641,12061561.7748826,7576476.03985396,12279717.4505203,9924109.83035041,9784364.03804451,12472774.1173758,9935444.78284505,14943328.6553996,12481226.3094173
"452","sll1555",1891949.16134,1759408.47365,1260214.19953,1281909.31531,2121320.82804,1001632.13664,1417057.64919,1036116.86895,272951.0455,1536725.61376,990196.233929,2281047.24147,248332.890167,326646.02333,259134.479835,305742.515067,3496204.15228,2819082.45839,3725507.2796,2925321.11749
"453","sll1558",1851398.667314,1094331.261665,701263.888864,757976.864843,949476.987266,688283.180993,1085624.987363,997957.213664,1197562.115245,1054038.09289,811053.187757,1053575.173598,782133.834056,1192829.106252,775400.3898059,1069368.867435,1312014.160547,847306.031307,1214625.7760266,750389.40135
"454","sll1559",18745808.1257524,39478402.9049634,33735335.2184811,38185703.3743956,39301744.9273383,38233486.5562782,30859941.1920153,26007984.8828439,5854874.54914811,35226495.9932639,40294767.0875065,15589610.0886219,42791611.4977851,31087514.6046898,34695258.4222012,36246947.8428046,23313992.3270755,28350349.4755328,6234626.02699371,20633849.8434009
"455","sll1561",3335152.23172419,4050068.24068554,3039657.23602335,3056993.36166059,3505287.42544944,2599601.11694854,2463881.76809179,2445449.23534857,5279354.19741922,5458880.17967764,3686229.56002212,5669508.47248325,2971976.21183918,4419982.93347426,4090188.2067071,3686358.69796477,4017087.3656926,2287226.30344782,3775427.59866219,2583316.18692077
"456","sll1563",177737.925821,63221.5554705,302493.674888,127110.296172,188873.775948,143501.743581,74641.9397947,240694.569375,374304.714126,124804.111207,157626.338282,211363.028155,98068.6181569,105585.270613,124099.592837,66976.2187906,61261.146523,316948.030407,163296.625623,84143.2473162
"457","sll1566",5631226.723471,3261062.650441,2270211.284676,2549470.696491,1922433.127024,2026468.081472,2432602.265479,1130692.067573,4431382.770596,1339749.103465,3566189.596901,4361035.482584,2939086.812288,3474758.640731,2518495.5165,1733949.112913,1954584.928984,1044419.28439,1215880.212346,1417382.1829
"458","sll1568",329545.042434,270337.225683,203993.1064731,191141.2131973,305269.6760038,171733.9203618,363392.298191,424679.3687,555856.32243,679101.425934,503160.680148,644783.756865,576610.310843,446422.322229,460852.843283,603407.707787,420965.727034,601462.568509,337698.528176,535909.91375
"459","sll1577",168064352.090302,141824996.937268,421610046.250279,325811985.785021,121041916.192387,379477581.025812,326583861.68991,495824674.50773,49907118.2557423,52593521.9990511,135170278.612459,50150708.700751,134885699.828463,41993817.591004,29453559.8765944,35143887.6622836,15626941.5950708,11947336.3008524,16515183.4017738,14200312.367168
"460","sll1578",386655869.048313,106794655.553184,333877091.060229,193570198.40464,174199184.279003,296012060.156513,246684128.550831,496194478.675656,4995980.42907313,1378714.52686339,5255864.1645626,1619693.05890655,7814991.77411901,1815424.05652489,3490097.03366229,2810469.4914277,978537.189820067,1172025.95079478,1348580.48804253,1495274.11802621
"461","sll1579",117331869.578292,129345510.346699,119572681.812495,132537382.201221,63451702.532814,131509071.384956,136742670.82218,137762098.177541,46582791.8175357,56989088.7274064,52454251.9872549,33382418.8239974,43514876.5763614,26686717.3560341,42447320.0926747,47382872.3664214,5163827.16257034,7232646.91790119,7734064.2986477,6184279.17188287
"462","sll1580",69216948.4200651,99000798.2777899,92511619.3302917,93533085.7447036,84857249.5616214,92413356.690407,88547024.7847076,47185245.3647294,93098338.8969393,95532628.5912938,84155628.4259255,93970238.1418382,66058475.8492797,76193685.4472055,84925218.7226199,74300307.1010109,51270711.7345143,57969588.2400845,58962884.7780828,52460165.7668004
"463","sll1581",768850.235912834,535883.735947023,512070.523613801,468758.410237225,413329.611636991,490352.453898858,486246.467760247,520969.459869109,2914771.6770113,1497543.9696598,1736817.46342812,1955186.92265231,1510026.76226032,2241702.83592502,1850816.08983301,1635909.32416816,2081383.43411568,1601018.63212362,1401083.46216831,2256452.93725086
"464","sll1582",180977.608251,164986.055031,171475.245775,230721.491855,187141.469667,155789.536701,147057.436339,110684.337982,241049.570816,219900.961737,197002.613558,334313.20089,151649.48577,286345.234825,218667.947439,213222.559927,329872.698898,265534.050223,418037.38068,287187.773082
"465","sll1583",8845410.54486526,8507670.49376689,7144212.04525466,8523186.94582518,5761214.19561241,6399306.88313726,4961509.00434204,5220669.8697864,5389846.56396849,4598540.74080979,4369633.16617634,3889784.74758376,4369193.78719792,4583108.86751324,4403281.06073852,3872049.37516193,2978579.11718583,1139024.40114042,1925675.00535575,2871993.05216361
"466","sll1592",138311.283293,416104.174021,364376.492214,240515.053576,297291.680522,338945.302601,215172.9878,445908.92575,432004.653919,417418.373444,374723.012622,438386.217229,286658.826058,393810.1834,400645.495968,374582.479045,429942.68594,254134.547514,509308.305968,154457.184283
"467","sll1594",918429.370405026,1362454.76497749,932213.905294682,1112304.07632891,1191844.17352783,1121336.2019751,1448740.84090196,2384067.12574908,1364644.12640925,880166.583776176,1441521.12137952,961495.977599758,1945594.54515301,1100348.89736464,1310563.9818966,1531329.96085739,591364.757902778,690244.91789361,469006.530031152,529925.71425553
"468","sll1596",211821.761094,527456.708469,132438.875588,767626.397522,287253.875726,275308.429723,283003.785796,473085.513163,361597.03067,198054.993635,684341.411087,282180.623911,103335.717512,161204.052536,152614.055524,210584.053893,655872.653479,1212205.22868,1425126.48234,525034.966691
"469","sll1612",298000.331925,422896.038941,350422.552166,426190.138473,428433.176567,343916.075884,325181.88129,376975.293098,426617.280249,487119.408372,366174.685194,559866.569182,339728.240457,515444.08344,401285.17133,370029.713759,502649.033172,438301.783589,732942.428613,409660.838652
"470","sll1613",413374.723641,702199.380021,494840.612665,388117.589961,467871.274789,381937.357241,477810.656161,2159986.3274,1076469.60801,388536.167554,440569.579438,290050.658602,762782.785357,436634.993681,504266.555007,571815.187913,1086256.22956,649956.93702,569246.847348,507954.136702
"471","sll1620",4914578.767887,5365505.56985,6875700.08376,7200205.12129,5764210.46954,7505148.93353,9248125.07113,1815585.26925,1560925.735387,1894896.626147,7579096.115812,3021763.247507,11429936.933482,3439284.168853,4652365.571714,5529698.270527,2904715.138764,2730661.65985,2572785.484481,1976569.971529
"472","sll1621",3165915.026188,5487120.68134,26712916.6515,17600881.8857,6289254.13106,22926819.18881,7273802.267205,12910467.57109,17905406.875331,3423193.41364,6438433.380119,9070346.941457,14882133.543355,8731359.9631387,10020407.328131,8313462.6489355,22149826.987725,6325863.399955,5331262.5465413,7856203.151791
"473","sll1625",656752.245992,782031.60488,1080366.06752,1047551.63196,1481346.559652,847476.161952,1426359.720346,825665.580798,683274.162061,633823.407315,585732.69411,516674.357717,627453.272696,865921.8263,432378.721082,438323.437215,382646.157752,862142.693506,355179.878625,840708.030725
"474","sll1626",56183004.6488928,63380685.9384764,78242666.2951693,72087035.4559948,40977327.3577101,82331388.4085956,80519405.391322,43729881.2391033,16893238.5966541,12058530.9320068,31342815.0552404,17646105.9476665,33261806.6050826,15379867.4556582,20715974.4857849,22176314.0875731,8076702.18168342,12636362.3049987,9587128.29514808,9213055.23430957
"475","sll1628",28173.8422678,254352.623793,167842.029582,169533.474297,65511.776122,167167.718051,51997.3995218,494765.643099,400855.479589,527478.586331,366915.260413,640957.975044,275670.935082,747091.667278,487464.6904,417435.805916,606707.690979,547057.112379,289752.807084,643394.782692
"476","sll1633",6025095.410086,2376548.6281254,2588707.728783,3077744.54594,5913312.419123,2681212.810127,4211421.785693,2907130.213188,2322060.433324,1674806.141967,2649825.302522,1902405.923143,6604018.593933,2117964.8619,2074344.51176,2416541.182598,6357108.248752,1924481.983152,1975659.418888,1599417.86106
"477","sll1634",460712.716879,711547.955439,445805.454327,586294.384205,616347.418046,458769.103992,521521.841509,153149.802232,573508.410173,670047.176464,461694.530091,766116.109873,413742.912977,619630.836703,572642.086643,485278.266605,510603.935208,451101.17784,696558.273773,538756.372603
"478","sll1635",139289.127438,364964.456395,308227.507132,328799.370032,186948.652207,290013.023767,196497.849515,246522.162417,40816.1509324,211032.640871,240803.011869,162650.584612,92206.5459713,157057.285028,239220.61719,256432.236107,306728.801459,366279.09045,205853.122253,162843.746892
"479","sll1636",342363.496674,112083.886504,181023.330099,140756.352721,196256.145548,278335.64938,172750.931871,321849.651391,498081.041234,461393.671425,140984.127784,497287.876354,141552.229049,623417.282003,406667.623241,213183.437464,463846.186646,456968.47998,525213.846266,249178.158781
"480","sll1638",39883855.62455,53667814.741679,39309751.016778,48803984.17998,51278615.72952,39366443.7452,40494797.1518,15524110.144275,41878630.864653,45769898.633345,36201932.067749,49605879.246425,27189634.415451,43723933.59745,40794763.88201,35395545.670935,47341682.559146,37640397.57958,66446322.0879,42889409.250419
"481","sll1640",610088.542484,518198.15257,442832.044381,499378.951436,400908.947447,321447.115163,403663.518528,685122.421681,251430.308973,703763.877085,365078.208824,465645.136218,40306.3763316,372903.828558,357494.128445,303271.697817,81854.1813884,299196.906725,396496.961362,249040.147887
"482","sll1641",8751372.61102021,6641978.42672686,5576356.52846871,5323941.03761918,4691838.43698599,3575009.33032118,4795188.32314361,1323508.15885236,3911908.28115479,3244419.73247593,3834167.83625469,4409869.03356515,2285708.00829436,4525714.35161073,3780396.89761248,2786468.37126433,2466269.48918159,2656457.63491346,4132459.51217674,3234611.47899422
"483","sll1654",11427599.2442595,12897891.6687562,10423147.0490243,11732937.0671784,12388658.514661,11137064.1592727,11777271.0481582,14871127.2591421,12533524.3326823,10901168.9388775,12108813.4156542,12186089.6609248,16064494.2990323,12171864.9927537,14223722.384507,15270911.4618601,16838828.3478027,22152608.5155011,12881466.314316,16418515.0737567
"484","sll1656",346128.153864,599407.050481,203349.265905,531353.94789,397208.282457,334980.223025,403147.366232,197321.665486,555501.585554,733553.699841,460356.882121,763401.680562,363823.786089,672771.341426,500716.194683,389338.002344,731061.253898,648596.785848,866917.096071,577379.213108
"485","sll1663",10365492.6503465,10892060.673997,8265428.43301948,7691160.68485666,8889739.09349175,6631314.51735568,6200674.82056789,9170151.04455583,14150798.0237362,13503703.9646205,12942354.2745927,13532568.4646422,18745721.425016,16330985.1752815,16301475.839805,16430714.3397401,25421549.1301408,23122492.7775444,21827407.7078596,23377032.6403971
"486","sll1665",428709.978857,738296.434569,1016164.62626,535197.70689,267547.0863998,381287.420062,413257.034429,890047.597383,1849167.086088,4093290.552163,1083749.642122,3491521.526672,1525959.878492,3241746.351001,904114.127088,2779283.286844,1536268.671927,1465095.780295,1414294.528331,1361527.875628
"487","sll1667",1044684.08644,3436353.76724,2766784.1839,2969600.13073,2085848.29704,2453607.78431,1004566.09053,2889889.65936,4508306.22233,4886791.60622,4243075.25597,4413015.64288,2880318.7383,3895822.79102,4752738.84401,1790354.56496,2335055.81937,1817898.42456,2112685.36276,2481999.88837
"488","sll1669",170744.230782,493040.581972,136641.723991,571980.317863,721453.92986,558391.729192,908893.676791,635635.738612,111259.367014,1311554.59442,742515.665251,1442223.14994,1076852.36461,1858899.97595,1456095.53796,1506333.21389,1673531.60542,1494674.17635,1675624.19087,669166.120162
"489","sll1673",608455.306805,589882.306506,337104.81585,415464.512984,424184.933707,323370.52491,279611.402584,230889.897602,517612.994917,477220.994347,361472.243883,480931.66216,379322.040459,484457.600495,458213.810322,382496.438313,616094.618732,317547.403347,423616.197163,369098.339892
"490","sll1675",746144.29617,1069544.58214,764938.333415,781949.437475,628372.90045,657904.946836,522861.019725,789521.938055,601250.004112,647581.652649,617613.575258,687758.627086,691460.582519,708698.805488,605394.972431,618965.492602,794241.281141,1027848.13531,771407.316263,819497.701067
