"","protein","X60_1","X60_2","X60_3","X60_4","X100_1","X100_2","X100_3","X100_4","X200_1","X200_2","X200_3","X200_4","X300_1","X300_2","X300_3","X300_4","X1000_1","X1000_2","X1000_3","X1000_4"
"869","slr0838",2703145.971642,998582.919556,970230.542988,935286.153717,2054112.670442,647960.430417,1814804.671465,955350.939039,993858.187714,1044405.579576,666876.2235546,693129.763722,614399.3007093,558757.54255,658356.869425,683761.9007197,647348.0326403,945715.101102,1917399.396874,898935.302477
"870","slr0839",2894365.7400866,1906946.852863,1327501.858815,1471138.018901,1454020.514004,948584.350169,1228702.965869,677287.68098,1821985.718884,1866451.215574,1270719.019655,1819294.82284,992419.035243,1843215.804024,1178618.458917,1428134.190215,2035375.320762,1199617.589198,2542863.497581,1370359.54444
"871","slr0841",1213745.230821,1210311.938477,1058825.6625,1145254.30085,1315346.033462,1014615.28762,1159119.602355,876146.931821,3645307.802825,2977303.14229,2638589.381585,3764016.409262,2825735.847691,3147619.463675,2946751.444793,2926783.042925,4360442.212051,5135840.960576,3708765.2625,3701861.519639
"872","slr0842",151998.954869,169868.472565,77312.4886574,248483.082328,140838.902264,268306.407219,147320.991891,544200.709779,168189.298201,487334.555493,258002.931569,308450.196919,146880.693447,205416.805605,131654.773,143862.117925,174850.047679,194574.387554,145574.165202,181784.301617
"873","slr0844",4095849.91258384,3469771.43983154,2102371.43997816,3001888.69171684,3932486.9429844,2547665.13945804,2920491.79461841,1569393.24737278,2102813.76987803,2613944.55227063,2330163.89694391,3647163.18672937,1904178.25381095,3719773.06359527,2832451.01907389,2693963.9333615,3727625.91280137,3557228.16213402,5293486.54074351,3504840.78564497
"874","slr0845",178269.312712,219034.489346,147942.186784,199583.507624,150328.82413,127571.985069,104629.626124,80962.8188908,221631.688659,285252.711402,198842.041268,281662.182301,170192.288132,297027.773507,270432.313481,234316.627156,364171.222433,277770.748594,477238.883477,211466.879507
"875","slr0848",444696.5055306,1442987.758856,431608.6600234,1204682.572287,610720.9311061,341277.4812123,447580.834653,736401.319013,2406911.207054,2002814.323217,1986914.175632,1898833.445483,1843653.724561,1992715.189116,1768274.361889,1871248.383186,1745083.385047,1792541.878482,1419439.891609,1893048.777848
"876","slr0854",541504.82553,357891.700775,524042.9957417,390558.891325,564452.0011017,424127.5434501,153660.5908399,199623.1067718,285213.925746,505558.653695,217134.1887881,333256.152002,529533.551348,91254.0401735,424492.855702,409198.8653,273633.068517,710445.60533,274113.4616704,361889.523927
"877","slr0861",1687638.502704,1931045.498846,1459262.106046,1616970.698059,1239266.909139,1137152.809065,1163050.740669,965323.665594,1807526.902538,2031739.609044,1626523.214233,2056584.760792,1292505.898215,1897547.720792,1866806.503579,1530458.727574,1994947.681029,1323275.641376,2405740.762555,1203955.466985
"878","slr0862",2346578.44995,1086075.45081,859990.035127,893097.938755,2663597.0368,693692.542646,2424510.50479,927784.48027,157886.06531,350517.364632,498847.549571,177648.438206,729066.55455,406244.956313,538366.618806,626683.196613,474514.72989,1288707.51091,1203865.97529,759971.278162
"879","slr0863",570067.414075,565236.387479,386550.6361639,476311.695816,409332.6733968,405288.004562,479815.19668,502551.094814,621265.398708,729699.449583,391919.4580238,274624.18896,305705.0174839,540176.356115,536088.266664,560877.255392,560453.632794,588175.176913,726492.486097,520003.614201
"880","slr0864",462008.183812,280468.165278,252626.559913,336228.732843,349134.312045,417527.567417,38026.7295851,493965.345188,401525.266437,487311.735569,401229.721743,148517.173714,827405.510656,184519.007296,347727.140216,548275.335893,213282.667447,431743.295915,284067.331741,282942.672875
"881","slr0869",1675992.58441,218163.491156,1033222.20447,1558531.31751,1694202.15072,1272955.86627,1454666.76842,853263.491852,2844120.22092,2423312.10698,2502044.99906,2408387.46442,2437021.60564,2968953.11091,2602238.27107,2740553.85883,211882.252822,1520015.9313,2194102.51483,1801069.01038
"882","slr0871",75719.7403458,634690.03052,623302.066913,755659.285626,104763.109536,644886.820278,407663.584817,604330.810914,256304.393679,82810.5128625,552314.357031,145362.86218,477540.297769,81435.0332869,189885.710623,291593.791943,356791.210097,166795.801079,145060.412736,188517.23654
"883","slr0875",361157.313429,509214.896273,390944.840105,487777.3799,72745.705031,483137.054797,59879.2591271,491703.540115,938396.453335,1098570.50409,829219.580977,1148900.65906,728766.511858,1043238.14144,769952.89114,708043.445565,519272.662904,699177.029628,793931.956892,840950.388753
"884","slr0876",1426295.609997,2657695.7907,2053174.780452,2095443.880318,1696950.878493,1631328.768087,1514466.066862,1406412.289756,1961337.526783,1913124.273018,1824921.884432,1656153.588094,1701394.164652,1474967.951864,1591418.489807,1680044.360173,405135.8438175,633289.903375,667037.5478072,519068.378114
"885","slr0877",4360451.80660558,3073947.67251612,3020197.12801954,2585792.62088778,4624959.08335167,2300579.69982632,4190831.55262887,1562556.35978791,2385423.58082246,2269321.58054695,2173520.26048674,1888356.77928734,1821917.61915407,1697375.20112309,1693401.90623113,1906392.50583397,1515765.08175595,1980265.75381332,4228856.33123375,3498485.25903943
"886","slr0878",795308.7951,544921.504687,454817.592083,435517.373348,96956.038236,434475.717306,394290.609977,1266439.14343,742636.832663,487744.987243,464201.71404,544967.30945,427426.171556,443982.099575,616719.862263,626138.100253,173987.988532,900349.278203,665644.195304,971725.225667
"887","slr0879",242736.039226,3728685.18154,2967902.76316,3143093.06012,710901.733814,3097826.64505,610780.121135,5052319.0777,3262319.40741,2439323.95587,3199739.77026,2690146.08721,3269637.72595,2442941.32111,3359275.83961,3054837.53769,1861811.9479,2774466.84811,670545.794963,2500088.81918
"888","slr0883",407588.481342,296121.260919,210069.89292,238540.015659,302051.967907,268551.689028,275671.040902,1651974.86128,556928.985826,319595.058806,286912.463248,252222.616546,252544.897635,221521.328532,290821.682151,307039.75199,168990.348295,265798.879115,197880.646002,355117.103974
"889","slr0884",3333545.9308801,6054596.509616,3068526.6120357,7681285.61033,6252174.551496,8721350.681175,3499657.867424,5295139.574315,4333993.680608,4193156.5940979,3541424.163993,4816388.973137,5519960.422725,1952431.431628,5309170.76594,6171744.717528,8077632.190496,7452234.1973415,11333393.838706,6792566.881319
"890","slr0886",1622410.09902,1944578.05794,1930436.17113,1977232.09657,1457885.15665,1970193.84945,1856984.15271,1536334.37201,1236733.35049,721626.797726,1390270.2932,628906.403719,1458633.03759,575850.67441,777475.41294,722210.292316,410747.353488,352584.183518,340870.013341,365914.970214
"891","slr0898",7478268.12705883,8406680.12757161,6460974.81106536,7170839.42372829,7136235.68030453,5910089.47879338,5638903.80020785,5429074.07440669,8037509.71027678,9738223.6363227,6364783.32630198,10401252.9975403,5765259.06157379,8993510.71571486,8036086.90862871,7416983.23835244,12030930.3619614,9630326.89176771,15025091.3315646,10676987.5830085
"892","slr0900",833349.699135,677832.511485,588197.185456,625973.221928,701701.837039,531605.791268,602206.652624,520884.375606,745428.117266,22278.1502573,669116.002785,912410.035724,620931.782286,892727.70838,754395.632584,729471.277023,1218438.80124,878361.855535,1693741.75323,1116690.08695
"893","slr0902",843270.420424,1078095.55528,972621.852558,1113133.72875,880140.051248,997677.177166,739782.55324,1306116.81412,907371.282265,1045596.72103,883465.885334,894808.065383,1060221.54726,905089.980188,966777.873947,935974.883392,1189472.39352,1297991.40211,1407710.87832,876476.141799
"894","slr0906",11984874.1081591,6735367.73783243,5045036.01563934,4973855.30504538,10115718.0677007,5467852.90606064,10311336.3064673,3790816.92552638,10292034.5677169,17054897.1800107,9573007.97654294,18999153.5201047,11202379.5670864,17515810.2038617,10032973.5757965,10016277.6825057,9337692.2915902,10991529.6523777,16731928.7735227,13419282.284572
"895","slr0907",5361322.779321,5951603.35203192,4285689.39278665,4746849.73651131,5230156.01162467,4016976.42919098,4148855.99040955,4640221.56557429,5920094.35764472,6762753.02306739,4318890.299292,5917142.68503307,3600153.27944456,5450004.52577102,5051445.84879266,3793132.94886551,7185493.2535274,3720038.84784144,10260706.1090095,6611276.34513683
"896","slr0909",2913061.07838542,2479114.88822025,1546814.44216359,1561810.13790638,1620025.19597572,1730344.53009688,1867210.71323441,1846334.46272773,520788.747756113,409730.383652584,588089.916056099,399287.118763862,552669.237369096,565955.088083046,415976.343474711,480413.972767641,547497.214255831,938289.519255617,1121476.09389527,774537.876311926
"897","slr0912",1687345.24974694,1098512.81609541,758216.697435399,767465.846373932,1282841.89596972,738975.870506412,912461.877760632,557496.85350034,1674432.72142319,1776077.44981931,1124127.21814543,2180299.62934223,1041512.93983099,1915028.06307448,1574144.39440126,1316556.74384041,2026544.60565584,1552425.68125571,2757351.9395996,1596237.56055902
"898","slr0918",771705.722849,1047201.9446,733269.307361,920729.529534,924627.130297,807018.944653,661891.809071,824134.982265,988869.824071,900206.177227,995745.698153,997521.461782,998287.64029,1253506.61111,1134940.99237,1228119.93067,1570336.87014,1215374.17526,1488044.94371,1241144.2065
"899","slr0922",990204.33452,790770.588366,496249.609734,593568.868317,265430.6668769,449758.811995,463595.894273,521007.549665,794567.186775,303537.469037,650834.720293,895254.366615,599002.835319,543594.32222,912498.858029,873323.646963,391473.5995407,861612.444572,1442080.165423,1174290.58874
"900","slr0923",2749265.76989952,3223912.65027304,4697159.39814946,3543453.38039178,1649371.55636679,6180758.12655784,3472729.6188186,6298626.34075312,4556239.73536336,4350442.74086825,5529639.61919865,1567164.58948727,6948229.18195196,2322698.49471348,4259439.04053708,4873129.67873538,314908.536098481,2829718.3195817,776826.169040237,638015.954768279
"901","slr0924",10538854.2307956,21743396.0549,20015384.13852,25302676.25129,23902163.464812,32108165.74885,22737624.839968,66396987.1427,49817901.18663,34601778.06054,45852586.23445,34275087.18632,58539630.29498,37410326.75625,48604571.60994,49537094.79648,50936088.69575,81173837.75335,31263225.684549,50660525.94132
"902","slr0925",7367938.4178149,7293641.68844543,6894591.12977161,5582694.60546339,2927870.47459586,6788641.95599566,4966367.84593171,7644255.65206218,1626217.84839214,581493.968333225,1784960.87640399,1807943.96617623,1879573.71627526,1897647.87665169,574083.039044909,501235.808167038,1161725.81287136,1363409.39789813,1033466.79749269,1321580.14663774
"903","slr0929",1755556.27088,1789981.40048,1396828.50776,1739456.07801,1703419.96863,1504092.13879,1515030.58273,283723.685386,652896.310431,134562.365546,1449544.49408,1684131.43466,642938.473021,1243954.51338,1409114.74621,1277810.74591,829006.382058,1030753.40588,808557.685339,1532068.72183
"904","slr0930",1545770.75521,1602655.09669,987456.256734,1348851.10832,1370586.90442,1004983.62043,1098950.15194,687097.293984,1734454.83165,2208070.51224,1453333.3464,1967108.35649,1106196.90083,2034183.83114,1315064.56392,1497581.16148,2737372.11049,1695901.38501,3423465.56556,2424550.83692
"905","slr0937",990433.995869,2330481.949163,889510.4982,924965.350299,1427394.270488,1259624.612477,1068024.251901,1428824.962552,1958293.262555,2151993.975841,1364188.8156648,2790423.781952,1769118.3408192,2304283.2262435,2394026.854486,2623494.236764,2988644.165225,3295228.980077,2910454.7259648,2706423.844836
"906","slr0938",1413737.12191901,1656706.48728738,661160.559335889,1143399.1708331,1192326.38650357,934115.297860306,1204342.07199078,1011739.29654088,1542813.36572114,1517160.29693165,1184935.62852595,1605747.162845,985797.676900408,1419747.71070339,1054999.63217632,1082434.55425898,1114914.83859819,1337626.86071898,798920.549442974,1246996.35515417
"907","slr0940",529322.957310846,2445953.67470542,1354862.26210071,2033327.41976239,1073463.43394635,1561962.6668541,1215213.62656375,1042300.39615351,1939999.67311966,2491773.61582139,1929645.75948987,2554077.6178018,1537523.41487304,2663148.51096203,2160763.91821929,2039657.7503232,3697507.72568313,2263080.92709386,4387929.52103916,2823232.74127397
"908","slr0943",2336950.2688,2299043.36567,2010128.71097,2184815.26008,1899246.00253,1978230.45392,1696130.18909,1858932.52212,1712753.45062,1853142.51847,1419334.22525,2033694.81325,1275909.59683,1704863.12787,1410093.44805,1326637.52227,1801922.08489,2189007.50523,2499316.98211,2424340.04392
"909","slr0947",2960392.084971,5460543.574017,4668480.004094,5076910.29969,4613038.986427,4969758.691554,4393649.010632,4521551.825459,9140522.7481,9553485.57909,6311634.92463,11335062.88464,6561636.9799,9305302.54152,7239493.72951,7003538.15085,9352132.50756,9542313.74328,9272805.09501,8846931.34881
"910","slr0950",1381503.867808,2701184.79435,1914676.83572,2123991.125608,1975940.515645,2258975.392988,1698115.235142,2332730.465393,2070438.435647,2161044.615643,2052709.325447,2029404.945912,2002233.265348,1890032.962677,1852516.25189,1717486.859289,954269.536442,1037860.428852,1253257.707704,1044067.47179
"911","slr0951",1418194.70767,873407.584819,1077540.44921,1251230.88506,822185.123824,1171743.28677,881065.74605,169857.902894,289118.988677,1116220.39773,1169848.62466,769838.270628,862665.442171,807662.487003,951054.500573,679822.367303,401937.033243,512823.145054,605852.439742,426381.281152
"912","slr0952",761834.757403,186886.149585,227559.891803,219461.27438,720865.121406,179325.649898,626937.32952,179170.257587,294914.300843,459938.569652,351974.04803,347091.555641,253744.600654,213965.470021,312191.752726,302655.345538,307500.15862,464347.91983,1200186.85944,457369.088278
"913","slr0954",154575.35336,246053.839553,437487.727628,176109.357957,211106.393736,232976.526281,242114.382241,243452.097335,280452.595119,240281.919271,181221.140478,196788.292354,147515.455096,282914.340565,170758.477896,168648.23126,430053.843104,179553.536934,390393.959723,275770.601637
"914","slr0958",1253992.571622,758342.511581,558119.997981,493296.990955,1141507.585915,459183.288606,659201.081494,419600.021241,894994.304124,940995.147317,772043.642319,864630.634676,1005380.721914,884984.185013,725759.848181,730343.677758,759988.618456,736925.922659,810015.045233,506296.653993
"915","slr0963",5331703.02946501,5996657.38676042,4232570.26116188,5199303.59664913,5684947.91689563,4893306.34396482,5030450.33922205,2830922.16712849,9754526.26314626,10242836.150976,6562266.86983109,12060622.8136305,6042528.93579074,11852309.4900067,10639063.5914953,9080740.12627778,16577961.3021233,15522470.3709314,17653345.2994431,18547925.7365878
"916","slr0965",268429.646765771,694543.814150348,447702.461396624,831738.356991605,294577.946594473,727629.483346205,381546.091289767,1412653.48916083,1639327.76472966,1618871.2055123,1508787.91502333,1588262.6370985,1511060.78119824,2296612.0793782,2437879.51195437,1904975.52902006,2410523.47808431,1516718.48759955,313761.683869677,1363916.83179561
