,protein,X60,X100,X200,X300,X1000,Localization
977,sll1423,615733.,639882.,342558.,544072.,197912.,Cytoplasmic
978,sll1521,756154.,735430.,576171.,481060.,456396.,Cytoplasmic
979,slr0148,1101108,1446002,1084015,1072365,2069886,Cytoplasmic
980,slr1857,515181.,562140.,1311145,1612965,1509316,Cytoplasmic
981,slr0536,7018559,6732519,4186956,4650918,1737477,Cytoplasmic
982,sll1241,381226.,208037.,508284.,561364.,519031.,Cytoplasmic
983,sll1432,128783.,84559.8,252593.,121092.,121790.,Cytoplasmic
984,slr1800,394449.,306762.,1060145,1484679,1431891,Cytoplasmic
985,sll1559,3596051,3454671,2540805,3547110,2197392,Cytoplasmic
986,sll0752,279015.,589006.,515518.,549445.,690550.,Unknown
987,sll0006,3426242,2398273,2576816,1676476,2622521,Cytoplasmic
988,slr1173,272710.,271676.,479399.,382329.,190430.,Unknown
989,sll1620,6120602,6634679,2458329,5091031,2651723,Unknown
990,slr0451,208435.,147382.,130060.,150977.,202543.,Cytoplasmic
991,sll0359,2207157,2908684,909170.,1372605,1344564,Cytoplasmic
992,sll0154,771708.,619822.,1013558,1013052,1467071,CytoplasmicMembrane
993,slr0457,551689.,549584.,618211.,416553.,373808.,Cytoplasmic
994,slr1274,6820575,4038428,3279994,3005113,3956091,Cytoplasmic
995,slr7012,341173.,295846.,414461.,276670.,173985.,Unknown
996,slr0839,1689042,1088643,1820640,1303376,1702867,Cytoplasmic
997,slr0520,1944685,1158001,1350941,386653.,1593962,Cytoplasmic
998,ssl2384,2904699,2381632,3251000,2635468,1119022,Unknown
999,slr0600,5435844,4398053,3944403,4519984,5511105,Cytoplasmic
1000,sll0455,1479731,1507985,1786217,1527836,1788205,Cytoplasmic
1001,slr1312,1812167,1716668,2423292,1206932,1396217,Unknown
1002,sll0631,590985.,353986.,499978.,406163.,654618.,Cytoplasmic
1003,sll1636,160889.,237295.,479340.,309925.,460407.,Cytoplasmic
1004,sll1418,5118206,4690649,5079201,4174165,5196000,Unknown
1005,slr0877,3047072,3245705,2221420,1759646,2739375,Cytoplasmic
1006,slr1377,2296010,1789166,2670348,2502924,1799329,CytoplasmicMembrane
1007,sll0638,913344.,212936.,998516.,846912.,477355.,Unknown
1008,slr1044,401013.,198933.,372163.,291647.,294984.,Unknown
1009,sll1900,318366.,136728.,253543.,259832.,292969.,Cytoplasmic
1010,slr0844,3235830,2734078,2472054,2763207,3642427,CytoplasmicMembrane
1011,sll0456,270630.,320105.,517625.,309248.,312391.,Cytoplasmic
1012,slr1418,299300.,182009.,391224.,525942.,572681.,CytoplasmicMembrane
1013,sll0205,174723.,173659.,88665.3,85562.5,275508.,Unknown
1014,slr1218,941411.,874457.,1205931,1168649,841066.,Unknown
1015,sll0947,377195.,297626.,566104.,285662.,289698.,Cytoplasmic
1016,slr1194,2534395,1931663,2242964,1893728,1918036,Cytoplasmic
1017,sll1424,684533.,2399554,2355282,5985782,2192199,CytoplasmicMembrane
1018,sll1005,250690.,229798.,280316.,304392.,297496.,Unknown
1019,sll1186,74442.7,181815.,342898.,299024.,359179.,Cytoplasmic
1020,slr0611,2724502,2566393,3160001,1374949,1480379,Cytoplasmic
1021,slr1993,470151.,531488.,1033370,887246.,715822.,Cytoplasmic
1022,sll0837,1212654,1291023,1369019,1513117,1626436,Unknown
1023,sll0873,760807.,845091.,605495.,439912.,409135.,Cytoplasmic
1024,slr1510,2369642,1911398,2474983,2406336,2179367,Cytoplasmic
1025,slr6095,994431.,441151.,654738.,781162.,740507.,Cytoplasmic
1026,sll1109,4740325,4596706,3309748,4014053,5437416,Cytoplasmic
1027,sll1673,502673.,301490.,479076.,420355.,396357.,Cytoplasmic
1028,slr5088,211254.,181717.,158729.,113411.,210552.,Cytoplasmic
1029,slr0771,455659.,299352.,529138.,593507.,655400.,Unknown
1030,slr7013,282139.,261910.,206485.,153661.,239154.,Unknown
1031,slr0586,858579.,751451.,747770.,1156268,187875.,Cytoplasmic
1032,sll1308,209581.,487019.,812898.,684721.,506774.,Cytoplasmic
1033,slr1208,1457666,1046086,1122560,953897.,808305.,Cytoplasmic
1034,slr1644,201671.,453259.,193209.,345372.,531428.,Unknown
1035,sll0602,1669592,1216788,1620102,1428593,1838561,Cytoplasmic
1036,sll0461,1090330,854869.,1586022,1160090,1389044,Cytoplasmic
1037,slr0267,168870.,169559.,233737.,232618.,139406.,Cytoplasmic
1038,slr0333,1416863,1670739,1186514,1529541,898508.,Unknown
1039,slr1853,1954695,1897529,2219199,1961122,1765075,Unknown
1040,slr0211,139332.,98420.0,186506.,140545.,134584.,Cytoplasmic
1041,sll0335,1774541,1147728,1946589,1562345,1309159,Cytoplasmic
1042,sll0260,102104.,150767.,97805.7,80464.3,160494.,CytoplasmicMembrane
1043,sll1830,5075615,5089144,4756232,3480307,3480271,Cytoplasmic
1044,slr0795,198870.,147058.,333797.,252431.,167132.,CytoplasmicMembrane
1045,slr0074,486882.,980038.,454013.,582273.,749262.,Unknown
1046,sll0322,125481.,168962.,180826.,89315.7,279077.,Cytoplasmic
1047,sll1023,323570.,682257.,484984.,396783.,415506.,Unknown
1048,sll0068,320976.,265143.,392319.,273068.,345283.,CytoplasmicMembrane
1049,sll0767,3061994,7151131,2608189,2885009,8947823,Cytoplasmic
1050,slr1830,292038.,280150.,157404.,228027.,571318.,Cytoplasmic
1051,slr1516,8069869,2200649,4973217,6110625,1312677,Periplasmic
1052,slr0842,160933.,207813.,283226.,145371.,178317.,CytoplasmicMembrane
1053,sll0147,599017.,503181.,755758.,710632.,763338.,CytoplasmicMembrane
1054,sll1542,1059970,793639.,1137845,811528.,1113104,Cytoplasmic
1055,slr9101,439138.,363408.,432566.,356267.,269732.,Cytoplasmic
1056,slr0008,387674.,1003529,259025.,304150.,313600.,CytoplasmicMembrane
1057,sll1498,2122761,1633591,2048292,2185877,3342568,Cytoplasmic
1058,slr1609,1424380,1494905,1068898,1024640,1529814,Cytoplasmic
1059,slr0755,2018388,1534468,1732494,1805138,2035045,Unknown
1060,sll0807,7080810,6658589,7532381,7912338,8672761,Cytoplasmic
1061,slr0181,107639.,124426.,140635.,141131.,177571.,Unknown
1062,slr1924,1134846,874630.,866627.,932871.,440438.,Periplasmic
1063,sll0911,1569653,1133707,1164599,1185664,1497041,Unknown
1064,sll0877,581411.,418179.,375872.,330192.,391085.,Unknown
1065,slr0149,779720.,728302.,1229221,505633.,731700.,Cytoplasmic
1066,slr0902,1025358,938908.,901089.,951376.,1243731,Unknown
1067,sll0320,7689366,5417622,6589819,9752642,973695.,Cytoplasmic
1068,sll1218,399902.,810612.,276343.,222965.,548957.,Unknown
1069,sll1848,101130.,175792.,136325.,113717.,229865.,Cytoplasmic
1070,ssl2595,173272.,246976.,113306.,68832.2,204528.,Unknown
1071,slr0871,628996.,505997.,200833.,240739.,177656.,Unknown
1072,sll1676,291847.,459600.,365582.,337560.,622220.,Cytoplasmic
1073,sll1330,61843.4,104724.,80485.3,104063.,210468.,Cytoplasmic
1074,slr1537,1219912,745734.,1506502,1323459,1200273,Unknown
1075,slr1495,237826.,130474.,225384.,192204.,391313.,CytoplasmicMembrane
1076,slr0583,1520454,1962820,1016330,1145377,1097059,Cytoplasmic
1077,sll0069,1839360,1293132,1225788,1022447,988594.,Unknown
1078,slr1424,698499.,278173.,996083.,801370.,665220.,Cytoplasmic
1079,slr0300,139311.,303368.,417021.,752585.,887053.,Unknown
1080,sll1491,2270243,2204403,1736621,2079420,1525803,CytoplasmicMembrane
1081,slr1938,835373.,947883.,457150.,405447.,227192.,Cytoplasmic
1082,sll0723,297711.,292383.,710514.,577939.,257277.,Extracellular
1083,ssr0693,538954.,814102.,483562.,526664.,192328.,Unknown
1084,sll1635,318513.,221510.,186841.,198138.,256290.,Cytoplasmic
1085,sll0158,7837441,6717549,9155824,7641295,8752561,Cytoplasmic
1086,slr0502,465992.,452354.,562330.,480964.,597862.,Cytoplasmic
1087,slr1067,7916660,9483670,2368084,2289507,2355775,Cytoplasmic
1088,sll1902,274222.,378987.,176271.,262872.,199996.,Cytoplasmic
1089,slr0707,921565.,805565.,1279219,1300323,1026664,Cytoplasmic
1090,sll0891,2275663,1578709,2173724,2084917,2284571,Cytoplasmic
1091,ssr9004,294542.,397245.,152932.,258716.,236569.,Unknown
1092,slr0220,7638502,6256181,5885705,9006333,8525772,Cytoplasmic
1093,sll1750,1089313,1222345,1103801,869535.,1330683,Cytoplasmic
1094,ssl8008,1149153,990806.,538349.,499077.,525903.,Unknown
1095,sll1222,481540.,303026.,395470.,351470.,224742.,Cytoplasmic
1096,ssl0832,1795237,881259.,620457.,724943.,364743.,Unknown
1097,slr1890,770274.,1483251,651838.,590571.,1611796,Cytoplasmic
1098,sll1425,2868535,1613372,1992160,2024715,1190095,Cytoplasmic
1099,sll1796,194391.,186989.,167724.,147835.,259765.,Periplasmic
1100,sll0936,1230720,925320.,840712.,854975.,1115094,Cytoplasmic
1101,slr1887,1195301,2599405,1505791,1650261,3758409,Cytoplasmic
1102,slr0838,984406.,1385077,843493.,636378.,922325.,Cytoplasmic
1103,slr0723,542999.,446250.,368545.,321882.,406531.,Cytoplasmic
1104,slr1534,144567.,332673.,118967.,110766.,186713.,Cytoplasmic
1105,sll1209,1255315,949210.,1051757,964605.,946090.,Cytoplasmic
1106,slr1604,1401074,1253021,1158810,1407334,1056206,CytoplasmicMembrane
1107,slr1656,175247.,482351.,197621.,187041.,202380.,CytoplasmicMembrane
1108,slr0974,2301929,2558690,2492554,2565052,1610636,Cytoplasmic
1109,slr1795,141498.,159114.,303880.,158694.,276970.,Unknown
1110,sll1532,560249.,375192.,957135.,778541.,810367.,Unknown
1111,slr0938,1278568,1102032,1529986,1068717,1180955,Unknown
1112,sll0647,345662.,357197.,610011.,513965.,905497.,Cytoplasmic
1113,sll1697,489001.,352551.,622319.,644824.,555074.,Cytoplasmic
1114,slr5127,386963.,306072.,257514.,145865.,487227.,Unknown
1115,slr0067,650047.,523452.,948272.,792648.,1281268,CytoplasmicMembrane
1116,slr1117,332965.,245191.,201502.,246900.,414892.,Cytoplasmic
1117,sll0467,847602.,985837.,910282.,799572.,624872.,Cytoplasmic
1118,slr0678,1272797,1437894,2795134,4089717,1765756,Unknown
1119,slr1691,142396.,198867.,128617.,123786.,146385.,Cytoplasmic
1120,sll0041,659570.,634861.,588746.,202502.,365850.,CytoplasmicMembrane
1121,sll0644,191765.,181842.,213957.,214557.,242462.,Cytoplasmic
1122,sll0505,242347.,170296.,206575.,201331.,306604.,CytoplasmicMembrane
1123,sll0815,100710.,93110.7,196060.,144552.,242126.,Unknown
1124,sll1805,2935423,6055307,2877906,3025173,2943655,Cytoplasmic
1125,sll0199,1063496,4909064,687862.,921254.,930098.,Periplasmic
1126,sll0226,321754.,949967.,217390.,499158.,317053.,CytoplasmicMembrane
1127,sll1784,1897460,2492258,2066085,1805871,1674932,Unknown
1128,sll1911,224642.,248462.,291871.,254721.,484857.,Unknown
1129,sll0502,669739.,685782.,770110.,487637.,845647.,Cytoplasmic
1130,sll1253,182575.,169555.,152173.,145284.,85090.2,Unknown
1131,sll1325,635169.,888626.,908208.,731268.,1584038,CytoplasmicMembrane
1132,sll1360,81675.7,80724.0,173206.,186744.,179775.,Unknown
1133,slr1471,1902937,1528905,1895713,1777079,1755856,CytoplasmicMembrane
1134,sll1276,259319.,106237.,140960.,121644.,156985.,CytoplasmicMembrane
1135,slr1740,1206817,882627.,1423910,1114523,1153462,Periplasmic
1136,slr1133,136040.,204928.,158587.,125006.,290752.,Cytoplasmic
1137,slr0619,538793.,561681.,589173.,619147.,739126.,Cytoplasmic
1138,ssr6048,387080.,288520.,621371.,629026.,365623.,Unknown
1139,sll1537,3127431,2687466,2573365,2706070,3868772,Cytoplasmic
1140,slr0115,1308453,1333964,1492395,1331165,1730907,Cytoplasmic
1141,sll0263,350669.,217871.,550301.,437883.,243574.,Unknown
1142,sll1841,1823993,2821154,917656.,1509289,2225206,Cytoplasmic
1143,slr1236,1175264,1096330,1323889,1390667,977685.,Unknown
1144,slr0954,211081.,237545.,218535.,169703.,333082.,Unknown
1145,sll0144,4140103,3824666,6261444,6186808,2640176,Cytoplasmic
1146,sll0601,1474073,995884.,1404165,1031914,884765.,Cytoplasmic
1147,sll1817,6647109,7873868,8389663,9991747,6386087,Cytoplasmic
1148,slr0929,1747506,1509561,1051220,1260882,929879.,Unknown
1149,slr1434,2466444,1600023,3090545,3053916,2515219,CytoplasmicMembrane
1150,sll0578,1675944,2623023,3529599,2428364,2633149,CytoplasmicMembrane
1151,slr1271,313432.,364032.,370867.,351841.,448058.,Unknown
1152,slr2048,525683.,606573.,806550.,969044.,690145.,OuterMembrane
1153,slr0021,351539.,363287.,394038.,325211.,223215.,CytoplasmicMembrane
1154,ssr3122,3679177,3514809,4139883,5534163,5538493,Unknown
1155,sll0382,2100842,682100.,715597.,300950.,412162.,Unknown
1156,ssl2084,2740351,3061576,2519779,2953730,2424044,Cytoplasmic
1157,sll1546,524853.,502007.,623362.,618040.,616310.,Cytoplasmic
1158,slr0969,514486.,456355.,431801.,408508.,425219.,Cytoplasmic
1159,slr0590,383995.,270812.,423489.,407384.,376731.,Cytoplasmic
1160,slr1590,5640748,4777342,5240273,5085408,3168349,Unknown
1161,sll1714,489674.,821420.,557384.,699311.,693269.,Unknown
1162,sll0640,379349.,439283.,478469.,389494.,456107.,CytoplasmicMembrane
1163,slr1090,385450.,288595.,280870.,221878.,289074.,Cytoplasmic
1164,sll1396,238223.,216423.,154743.,201009.,112684.,Unknown
1165,slr1324,211182.,200013.,196526.,214124.,145925.,CytoplasmicMembrane
1166,slr1623,2633620,2268273,2728645,3083733,3148680,Cytoplasmic
1167,slr1301,2414333,1752810,2325005,2075603,2713568,Cytoplasmic
1168,slr0594,227078.,123350.,181351.,109272.,200990.,CytoplasmicMembrane
1169,slr1852,3799242,4780547,6175276,4930041,5435394,Cytoplasmic
1170,sll0996,458969.,312751.,439829.,372051.,572533.,Cytoplasmic
1171,sll1398,5816668,6613602,7237711,7206236,5253405,CytoplasmicMembrane
1172,sll1762,7786253,8446244,9297854,8148576,7566842,Periplasmic
1173,slr0001,6578929,6750647,4616679,4732809,5321540,Unknown
1174,sll1484,770698.,596567.,817999.,628244.,874901.,CytoplasmicMembrane
1175,slr1302,884585.,706043.,994282.,568101.,965025.,Unknown
1176,ssr2061,110343.,205878.,162274.,143952.,125722.,Unknown
1177,sll0098,392890.,275306.,412133.,435185.,343595.,Cytoplasmic
1178,slr0427,1617292,1233590,1355023,1392656,1158106,Cytoplasmic
1179,sll1440,423720.,314982.,335319.,187057.,343506.,Cytoplasmic
1180,slr0151,1342789,944806.,946048.,579864.,992724.,Unknown
1181,slr1909,802984.,739377.,437512.,278994.,232337.,Cytoplasmic
1182,sll0854,7312977,3714716,1882631,713412.,5279976,Unknown
1183,slr0378,354067.,255735.,231161.,291465.,361104.,Unknown
1184,slr0242,534561.,775820.,496346.,470168.,465286.,Unknown
1185,slr1521,183603.,299280.,122706.,356893.,564768.,Cytoplasmic
1186,sll0102,685958.,560522.,851085.,655262.,1027862,Cytoplasmic
1187,sll1638,4434391,3993062,4382426,3809515,4511554,Unknown
1188,slr1243,508879.,579093.,642827.,413456.,795198.,Cytoplasmic
1189,sll0037,171855.,164607.,269113.,263143.,198685.,Cytoplasmic
1190,sll0410,202022.,187396.,251726.,195331.,212407.,Cytoplasmic
1191,slr0033,5527246,4553583,4368260,5476918,5064028,Cytoplasmic
1192,slr0727,91449.3,62042.7,60567.6,51003.4,75428.6,Cytoplasmic
1193,slr1139,7678855,7390856,7368721,7255999,4347241,Cytoplasmic
1194,slr1773,145986.,102631.,125407.,103481.,190577.,Unknown
1195,slr1263,801552.,913781.,888785.,1083871,1668638,Unknown
1196,slr1087,212098.,216443.,156549.,133519.,161433.,CytoplasmicMembrane
1197,slr0354,113718.,219977.,155100.,137905.,171804.,CytoplasmicMembrane
1198,sll0838,999775.,796835.,871775.,827308.,777056.,Cytoplasmic
1199,slr7061,591643.,363696.,484105.,405838.,383100.,Cytoplasmic
1200,sll1284,447054.,524790.,549023.,440028.,827660.,CytoplasmicMembrane
1201,sll1744,7237928,1137653,6329170,8179846,8309571,Cytoplasmic
1202,ssr5009,701395.,837131.,990336.,1107699,1449394,Unknown
1203,sll0183,329585.,324307.,324410.,279951.,256024.,Extracellular
1204,slr0825,512559.,180872.,197467.,121838.,554822.,Cytoplasmic
1205,slr1416,1988730,1832171,1827212,1662253,1556787,Cytoplasmic
1206,slr1254,6956129,2371154,7542896,6336491,5168526,Unknown
1207,slr0952,223510.,403131.,349532.,278199.,460858.,Cytoplasmic
1208,slr2103,125510.,181462.,164400.,151934.,194722.,Unknown
1209,sll1098,720916.,1268330,698195.,661740.,1143868,Cytoplasmic
1210,slr0699,1870463,1203475,1402642,2043519,1541074,Unknown
1211,slr0186,1143836,1104981,1687732,1290199,1715871,Cytoplasmic
1212,slr0015,2073467,1956413,1873094,1430711,1691506,Cytoplasmic
1213,slr2018,475368.,604396.,437206.,387777.,514135.,Unknown
1214,slr2053,417706.,551808.,953537.,575303.,881983.,Periplasmic
1215,sll1501,107545.,90232.5,188972.,142554.,185330.,Cytoplasmic
1216,sll1981,2905887,2490411,3113008,1729444,2680706,Cytoplasmic
1217,slr0883,267330.,288861.,303253.,271683.,231839.,CytoplasmicMembrane
1218,slr0216,513307.,409811.,469770.,444575.,510615.,Cytoplasmic
1219,sll0603,245203.,232718.,171320.,184397.,224572.,Unknown
1220,slr0070,549676.,310322.,533618.,486897.,524545.,Unknown
1221,slr0325,178011.,199716.,155604.,106853.,182499.,Unknown
1222,sll0377,459017.,366260.,559030.,462137.,590186.,Cytoplasmic
1223,sll1634,523503.,490145.,621777.,528960.,524680.,Cytoplasmic
1224,sll1739,219736.,189850.,179231.,165523.,372740.,Cytoplasmic
1225,sll1205,105558.,159009.,350238.,245719.,337151.,Cytoplasmic
1226,slr1706,206910.,173851.,149705.,117658.,195946.,Cytoplasmic
1227,ssr1114,771667.,647376.,555583.,770953.,940695.,Cytoplasmic
1228,slr0591,7243450,6173634,3181497,7320902,5964920,Cytoplasmic
1229,slr1694,353275.,835080.,221944.,443746.,652300.,Cytoplasmic
1230,sll1129,112455.,178556.,162443.,136437.,161050.,Unknown
1231,slr1639,277105.,243575.,347023.,377461.,221254.,Cytoplasmic
1232,ssl3580,73320.9,101747.,59045.6,67190.6,141479.,Unknown
1233,slr1507,1037701,1302604,855462.,1147280,891857.,Cytoplasmic
1234,sll2015,223711.,279719.,255703.,395892.,135533.,Cytoplasmic
1235,sll5033,1220021,1217240,888828.,1205879,1043793,Unknown
1236,slr2144,1006048,1046450,9875546,9901963,9505904,Unknown
1237,sll1059,3272217,2429119,2606296,2710401,1973046,Cytoplasmic
1238,sll0002,170050.,126441.,105575.,176549.,189717.,CytoplasmicMembrane
1239,sll0737,168370.,109416.,127130.,122524.,159453.,CytoplasmicMembrane
1240,sll1322,2720554,2303283,1774237,1465777,2150948,CytoplasmicMembrane
1241,slr0018,171008.,137159.,365420.,152069.,282880.,Cytoplasmic
1242,slr0051,1792340,1498772,1289087,1159194,1020591,Cytoplasmic
1243,sll1563,152424.,166187.,184494.,101826.,123719.,Unknown
1244,slr0162,556888.,478545.,298633.,268655.,394136.,CytoplasmicMembrane
1245,sll1470,1131070,956685.,1089128,941136.,785226.,Cytoplasmic
1246,sll1273,6417434,2181197,392546.,343194.,831443.,Cytoplasmic
1247,slr0099,130169.,209659.,365409.,189966.,88588.1,Cytoplasmic
1248,slr0454,67347.2,83351.0,82399.5,89130.3,166472.,CytoplasmicMembrane
1249,sll1527,268978.,389140.,539513.,447970.,491804.,Cytoplasmic
1250,slr0400,417806.,344132.,419672.,301918.,329336.,Cytoplasmic
1251,slr0483,1126456,8377990,7749364,8619894,2274975,CytoplasmicMembrane
1252,sll0182,454867.,494597.,499055.,435900.,633885.,CytoplasmicMembrane
1253,sll1062,721239.,797570.,262442.,341381.,312569.,Unknown
1254,slr1251,2154152,2293148,2323829,2563110,1879321,Cytoplasmic
1255,slr0229,735612.,805864.,590918.,504443.,487671.,Cytoplasmic
1256,ssl2233,3256603,3198284,3556432,3677477,3257486,Cytoplasmic
1257,slr1395,661051.,501569.,595434.,472082.,595329.,CytoplasmicMembrane
1258,slr0120,126636.,128100.,194658.,190973.,130304.,Cytoplasmic
1259,sll0067,2811107,2213461,2903612,2620902,3066747,Cytoplasmic
1260,slr1228,2612986,2383888,1668509,1346855,1188615,Cytoplasmic
1261,slr0623,5194736,5622440,5964885,6571927,5661398,Cytoplasmic
1262,slr0710,254142.,172507.,313395.,245934.,143944.,Cytoplasmic
1263,sll0943,155134.,130791.,164186.,141508.,109469.,Unknown
1264,sll1592,302445.,318118.,424711.,384196.,342038.,Cytoplasmic
1265,slr0291,179162.,221913.,302313.,361251.,149327.,Cytoplasmic
1266,sll0274,145423.,122328.,107181.,111860.,153982.,Extracellular
1267,slr0863,520774.,444573.,506592.,538132.,574314.,Cytoplasmic
1268,slr1697,514259.,525443.,447659.,426354.,408440.,CytoplasmicMembrane
1269,slr2111,185429.,145826.,163616.,156485.,302123.,Unknown
1270,slr1213,147442.,160671.,231438.,146143.,99663.2,Cytoplasmic
1271,sll0898,89399.8,158609.,114848.,75108.1,54769.3,Cytoplasmic
1272,slr2081,261700.,220129.,266516.,218588.,216354.,Unknown
1273,slr1205,7453251,6317775,7365706,8163727,7179592,Unknown
1274,slr1051,1395971,715494.,1167165,1278989,1156315,CytoplasmicMembrane
1275,sll1369,455820.,451220.,386440.,432246.,390081.,Periplasmic
1276,slr1124,2575025,2860621,2704209,2610324,2356676,Cytoplasmic
1277,slr1334,341665.,331996.,228740.,314683.,280804.,Cytoplasmic
1278,slr1098,218036.,532539.,330919.,272641.,566964.,Cytoplasmic
1279,sll1217,1042961,884544.,1020473,938156.,895930.,Cytoplasmic
1280,slr1746,333937.,129282.,209412.,115021.,156432.,Cytoplasmic
1281,slr2015,420484.,477869.,425628.,396738.,482027.,Unknown
1282,sll0053,1309351,1084602,1431073,1190694,1570582,Cytoplasmic
1283,slr5012,77809.4,106774.,88736.9,111523.,102631.,Unknown
1284,sll5035,304800.,264924.,299806.,389852.,207693.,Unknown
1285,sll0630,1093220,841751.,875375.,806815.,753552.,Unknown
1286,slr0640,102144.,106246.,134852.,126925.,79417.4,CytoplasmicMembrane
1287,slr1493,334272.,305152.,470653.,696836.,308093.,Unknown
1288,sll1400,173861.,241493.,154575.,80009.6,245384.,Unknown
1289,ssr1399,1049509,1905447,1716015,1092131,1580655,Cytoplasmic
1290,sll1815,1006592,1168048,1024374,1191348,1487064,Cytoplasmic
1291,slr0708,737562.,712598.,782694.,946280.,434800.,CytoplasmicMembrane
1292,sll1433,230099.,150731.,136574.,137871.,116811.,CytoplasmicMembrane
1293,slr1102,223469.,250948.,405702.,394297.,233731.,CytoplasmicMembrane
1294,sll0415,1181911,648911.,463875.,754675.,727776.,CytoplasmicMembrane
1295,slr0086,399441.,426331.,315555.,316133.,457653.,Cytoplasmic
1296,slr0251,249636.,360861.,168663.,169370.,199654.,CytoplasmicMembrane
1297,slr1212,171252.,210125.,258543.,274429.,222935.,CytoplasmicMembrane
1298,sll1694,1522122,846585.,769170.,644819.,1292119,CytoplasmicMembrane
1299,slr2035,197029.,212745.,260732.,254639.,160017.,Cytoplasmic
1300,sll1961,1833266,990223.,1170743,1210612,1679447,Cytoplasmic
1301,slr1066,1564423,1509733,1400778,1464433,1841242,Cytoplasmic
1302,slr1063,412868.,286095.,290146.,437704.,498453.,Cytoplasmic
1303,slr1657,1270322,1050959,1325628,863890.,916385.,Cytoplasmic
1304,slr0023,1155416,1275409,1576014,1125352,1517770,Cytoplasmic
1305,slr1235,186656.,217574.,214761.,220763.,191847.,Unknown
1306,sll0925,386630.,275364.,410608.,428463.,492606.,Cytoplasmic
1307,sll5048,103596.,229582.,107647.,84204.3,130704.,Cytoplasmic
1308,sll1776,145469.,215783.,174516.,256125.,154709.,Cytoplasmic
1309,sll0509,424872.,322882.,336609.,296393.,357517.,Cytoplasmic
1310,slr1275,1414853,1050826,1084799,1214577,654025.,Unknown
1311,slr1648,1011180,889335.,1082925,1043893,817544.,Unknown
1312,slr1791,2886816,2941591,3500481,3188240,2693774,Cytoplasmic
1313,slr1276,2560070,2279520,2000916,2299303,2256398,Unknown
1314,slr1979,150465.,238750.,132821.,157452.,261516.,Cytoplasmic
1315,slr0864,308348.,383330.,401377.,448001.,283505.,Cytoplasmic
1316,slr0981,50737.3,82965.8,55990.5,81536.4,72097.3,Unknown
1317,sll0184,155993.,148330.,126335.,120319.,205939.,Cytoplasmic
1318,sll0244,496437.,756476.,722047.,505890.,316116.,Cytoplasmic
1319,sll1785,9904326,7787265,8903930,7914199,6231789,Unknown
1320,sll0398,105605.,79770.3,88880.7,86527.4,70397.3,Cytoplasmic
1321,sll1633,2833226,3559275,2112233,2267253,1950070,Cytoplasmic
1322,sll0459,218351.,186166.,275128.,315276.,225633.,Cytoplasmic
1323,slr0111,2708693,2612431,2838226,2639173,2253465,Unknown
1324,sll0172,7606420,7512567,6931047,6615419,6822793,Unknown
1325,sll0565,315130.,253847.,289230.,257072.,219699.,Unknown
1326,slr1256,825116.,1677244,757494.,1094977,808427.,Cytoplasmic
1327,slr1349,4905238,4110916,4490796,5689598,5132510,Cytoplasmic
1328,sll1212,4289791,3642843,4759796,4750733,4425891,Cytoplasmic
1329,slr1390,616238.,482205.,665320.,707488.,469996.,CytoplasmicMembrane
1330,sll1771,646094.,868057.,779561.,837227.,1089309,Cytoplasmic
1331,slr1598,190275.,150429.,194862.,200558.,218834.,Cytoplasmic
1332,slr0118,2353248,2127561,1925818,1370250,1615863,Cytoplasmic
1333,slr0651,2074994,1917174,2099671,1760624,1613051,Cytoplasmic
1334,slr1583,101432.,123800.,71483.5,80614.0,131122.,Cytoplasmic
1335,slr1843,8757422,8007179,9295472,6043913,8587484,Cytoplasmic
1336,sll1317,1039951,1045899,1237732,1197090,1703029,Unknown
1337,slr0958,658231.,559192.,879812.,807663.,748457.,Cytoplasmic
1338,slr1322,397427.,448127.,478787.,436260.,571417.,Unknown
1339,sll0899,305470.,134515.,205344.,168451.,254520.,Cytoplasmic
1340,slr1225,482662.,603627.,528256.,389928.,458758.,CytoplasmicMembrane
1341,slr0525,2949211,2473042,3327985,3067262,3741363,Unknown
1342,sll0441,794560.,1010956,1063671,954599.,824300.,Cytoplasmic
1343,sll1315,2871735,3498837,3017674,2695717,2547298,CytoplasmicMembrane
1344,slr0506,2461413,2715743,3121198,2394113,3236900,Unknown
1345,sll1613,454107.,472840.,414552.,538040.,609601.,Unknown
1346,sll0497,414221.,322656.,512925.,310558.,295281.,Unknown
1347,slr1216,2839572,2664090,2873467,2595953,2772673,CytoplasmicMembrane
1348,slr1106,180570.,131367.,281695.,267977.,258216.,Unknown
1349,slr0879,3055497,1904364,2944942,3162237,2180950,Cytoplasmic
1350,slr0580,153611.,252360.,290671.,485613.,193125.,Cytoplasmic
1351,sll1198,348640.,336780.,336007.,310295.,284548.,Cytoplasmic
1352,slr1031,3132563,2282052,2342084,1944425,2332451,Cytoplasmic
1353,slr1615,190880.,186696.,265743.,180574.,196820.,Cytoplasmic
1354,slr1668,4238106,4100648,3409834,3596601,3668929,Unknown
1355,slr1211,160161.,173843.,179800.,183264.,205462.,Cytoplasmic
1356,slr1877,1781930,1438894,1931339,1788522,2163371,Cytoplasmic
1357,slr1743,781233.,562659.,718053.,596286.,464602.,CytoplasmicMembrane
1358,slr0280,374218.,353035.,348003.,322982.,387062.,CytoplasmicMembrane
1359,slr0854,457300.,311875.,309235.,416845.,318001.,CytoplasmicMembrane
1360,slr0833,325058.,389680.,455657.,342405.,319030.,Cytoplasmic
